locus_key	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus192	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus193	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus194	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus195	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus196	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus197	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus198	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus199	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus200	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus201	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus202	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus203	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus204	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus205	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus206	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus207	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus208	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus209	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus210	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus211	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus212	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus213	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus214	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus215	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus216	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus217	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus218	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus219	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus220	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus221	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus222	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus223	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus224	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus225	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus226	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus227	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus228	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus229	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus230	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus231	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus232	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus233	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus234	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus235	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus236	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus237	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus238	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus239	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus240	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus241	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus242	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus243	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus244	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus245	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus246	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus247	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus248	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus249	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus250	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus251	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus252	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus253	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus254	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus255	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus256	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus257	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus258	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus259	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus260	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus261	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus262	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus263	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus264	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus265	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus266	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus267	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus268	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus269	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus270	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus271	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus272	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus273	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus274	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus275	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus276	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus277	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus278	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus279	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus280	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus281	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus282	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus283	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus284	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus285	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus286	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus288	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus289	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus290	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus291	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus292	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus294	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus295	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus296	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus297	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus298	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus299	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus300	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus301	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus302	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus303	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus304	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus305	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus306	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus307	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus308	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus309	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus310	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus311	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus312	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus313	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus314	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus315	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus316	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus317	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus318	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus319	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus320	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus321	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus322	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus323	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus324	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus325	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus326	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus327	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus328	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus329	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus330	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus331	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus332	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus333	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus334	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus335	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus336	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus337	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus338	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus339	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus340	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus341	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus342	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus343	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus344	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus345	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus346	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus347	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus348	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus349	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus350	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus351	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus352	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus353	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus354	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus355	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus356	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus357	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus358	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus359	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus360	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus361	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus362	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus363	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus364	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus365	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus366	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus367	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus368	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus369	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus370	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus371	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus372	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus373	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus374	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus375	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus376	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus377	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus378	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus379	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus380	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus381	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus382	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus383	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus384	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus385	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus386	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus387	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus388	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus389	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus390	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus391	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus392	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus393	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus394	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus395	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus396	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus397	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus398	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus399	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus400	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus401	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus402	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus403	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus404	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus405	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus406	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus407	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus408	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus409	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus410	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus411	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus412	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus413	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus414	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus415	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus416	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus417	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus418	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus419	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus420	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus421	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus422	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus423	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus424	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus425	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus426	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus427	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus428	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus429	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus430	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus431	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus432	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus433	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus434	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus435	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus436	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus437	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus438	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus439	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus440	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus441	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus442	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus001	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus002	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus003	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus004	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus005	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus006	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus007	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus008	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus009	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus010	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus011	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus012	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus013	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus014	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus015	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus016	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus017	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus018	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus019	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus020	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus021	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus022	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus023	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus024	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus025	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus026	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus027	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus028	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus029	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus030	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus031	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus032	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus033	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus034	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus035	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus036	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus037	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus038	TRUE	TRUE	TRUE
