locus_key	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus291	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus292	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus294	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus295	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus296	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus297	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus298	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus299	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus300	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus301	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus302	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus303	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus304	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus305	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus306	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus307	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus308	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus309	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus310	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus311	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus312	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus313	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus314	FALSE	FALSE	FALSE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus315	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus316	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus317	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus318	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus319	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus320	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus321	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus322	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus323	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus324	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus325	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus326	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus327	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus328	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus329	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus330	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus331	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus332	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus333	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus334	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus335	FALSE	FALSE	FALSE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus336	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus337	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus338	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus339	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus340	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus341	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus342	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus343	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus344	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus345	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus346	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus347	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus348	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus349	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus350	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus351	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus352	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus353	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus354	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus355	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus356	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus357	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus358	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus359	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus360	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus361	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus362	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus363	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus364	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus365	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus366	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus367	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus368	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus369	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus370	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus371	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus372	FALSE	FALSE	FALSE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus373	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus374	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus375	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus376	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus377	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus378	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus379	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus380	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus381	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus382	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus383	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus384	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus385	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus386	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus387	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus388	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus389	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus390	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus391	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus392	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus393	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus394	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus395	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus396	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus397	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus398	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus399	FALSE	FALSE	FALSE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus400	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus401	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus402	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus403	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus404	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus405	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus406	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus407	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus408	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus409	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus410	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus411	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus412	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus413	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus414	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus415	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus416	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus417	FALSE	FALSE	FALSE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus418	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus419	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus420	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus421	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus422	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus423	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus424	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus425	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus426	TRUE	TRUE	TRUE
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus427	TRUE	TRUE	TRUE
GlycA__locus001	TRUE	TRUE	TRUE
GlycA__locus002	TRUE	TRUE	TRUE
GlycA__locus003	TRUE	TRUE	TRUE
GlycA__locus004	TRUE	TRUE	TRUE
GlycA__locus005	TRUE	TRUE	TRUE
GlycA__locus006	TRUE	TRUE	TRUE
GlycA__locus007	TRUE	TRUE	TRUE
GlycA__locus008	TRUE	TRUE	TRUE
GlycA__locus009	TRUE	TRUE	TRUE
GlycA__locus010	TRUE	TRUE	TRUE
GlycA__locus011	TRUE	TRUE	TRUE
GlycA__locus012	TRUE	TRUE	TRUE
GlycA__locus013	FALSE	FALSE	FALSE
GlycA__locus014	TRUE	TRUE	TRUE
GlycA__locus015	TRUE	TRUE	FALSE
GlycA__locus016	TRUE	TRUE	TRUE
GlycA__locus017	TRUE	TRUE	TRUE
GlycA__locus018	TRUE	TRUE	TRUE
GlycA__locus019	FALSE	FALSE	FALSE
GlycA__locus020	TRUE	TRUE	TRUE
GlycA__locus021	TRUE	TRUE	TRUE
GlycA__locus022	TRUE	TRUE	TRUE
GlycA__locus023	TRUE	TRUE	TRUE
GlycA__locus024	FALSE	FALSE	FALSE
GlycA__locus025	TRUE	TRUE	TRUE
GlycA__locus026	TRUE	TRUE	TRUE
GlycA__locus027	TRUE	TRUE	TRUE
GlycA__locus028	TRUE	TRUE	TRUE
GlycA__locus029	TRUE	TRUE	TRUE
GlycA__locus030	TRUE	TRUE	TRUE
GlycA__locus031	TRUE	TRUE	TRUE
GlycA__locus032	TRUE	TRUE	TRUE
GlycA__locus033	TRUE	TRUE	TRUE
GlycA__locus034	TRUE	TRUE	TRUE
GlycA__locus035	TRUE	TRUE	TRUE
GlycA__locus036	TRUE	TRUE	TRUE
GlycA__locus037	TRUE	TRUE	TRUE
GlycA__locus038	TRUE	TRUE	TRUE
GlycA__locus039	TRUE	TRUE	TRUE
GlycA__locus040	TRUE	TRUE	TRUE
GlycA__locus041	TRUE	TRUE	TRUE
GlycA__locus042	TRUE	TRUE	TRUE
GlycA__locus043	TRUE	TRUE	TRUE
GlycA__locus044	TRUE	TRUE	TRUE
GlycA__locus045	TRUE	TRUE	TRUE
GlycA__locus046	TRUE	TRUE	TRUE
GlycA__locus047	TRUE	TRUE	TRUE
GlycA__locus048	TRUE	TRUE	TRUE
GlycA__locus049	TRUE	TRUE	TRUE
GlycA__locus050	TRUE	TRUE	TRUE
GlycA__locus051	TRUE	TRUE	TRUE
GlycA__locus052	TRUE	TRUE	TRUE
GlycA__locus053	TRUE	TRUE	TRUE
GlycA__locus054	TRUE	TRUE	TRUE
GlycA__locus055	TRUE	TRUE	TRUE
GlycA__locus056	TRUE	TRUE	TRUE
GlycA__locus057	TRUE	TRUE	TRUE
GlycA__locus058	TRUE	TRUE	TRUE
GlycA__locus059	TRUE	TRUE	TRUE
GlycA__locus060	TRUE	TRUE	TRUE
GlycA__locus061	TRUE	TRUE	TRUE
GlycA__locus062	TRUE	TRUE	TRUE
GlycA__locus063	TRUE	TRUE	TRUE
GlycA__locus064	TRUE	TRUE	TRUE
GlycA__locus065	TRUE	TRUE	TRUE
GlycA__locus066	TRUE	TRUE	TRUE
GlycA__locus067	TRUE	TRUE	TRUE
GlycA__locus068	TRUE	TRUE	TRUE
GlycA__locus069	TRUE	TRUE	TRUE
GlycA__locus070	TRUE	TRUE	TRUE
GlycA__locus071	TRUE	TRUE	TRUE
GlycA__locus072	TRUE	TRUE	TRUE
GlycA__locus073	TRUE	TRUE	TRUE
GlycA__locus074	TRUE	TRUE	TRUE
GlycA__locus075	TRUE	TRUE	TRUE
GlycA__locus076	TRUE	TRUE	TRUE
GlycA__locus077	TRUE	TRUE	TRUE
GlycA__locus078	TRUE	TRUE	TRUE
GlycA__locus079	TRUE	TRUE	TRUE
GlycA__locus080	TRUE	TRUE	TRUE
GlycA__locus081	TRUE	TRUE	TRUE
GlycA__locus082	TRUE	TRUE	TRUE
GlycA__locus083	TRUE	TRUE	TRUE
GlycA__locus084	TRUE	TRUE	TRUE
GlycA__locus085	TRUE	TRUE	TRUE
GlycA__locus086	TRUE	TRUE	TRUE
GlycA__locus087	TRUE	TRUE	TRUE
GlycA__locus088	TRUE	TRUE	TRUE
GlycA__locus089	TRUE	TRUE	TRUE
GlycA__locus090	TRUE	TRUE	TRUE
GlycA__locus091	TRUE	TRUE	TRUE
GlycA__locus092	TRUE	TRUE	TRUE
GlycA__locus093	TRUE	TRUE	TRUE
GlycA__locus094	TRUE	TRUE	TRUE
GlycA__locus095	TRUE	TRUE	TRUE
GlycA__locus096	TRUE	TRUE	TRUE
GlycA__locus097	TRUE	TRUE	TRUE
GlycA__locus098	TRUE	TRUE	TRUE
GlycA__locus099	TRUE	TRUE	TRUE
GlycA__locus100	TRUE	TRUE	TRUE
GlycA__locus101	TRUE	TRUE	TRUE
GlycA__locus102	TRUE	TRUE	TRUE
GlycA__locus103	TRUE	TRUE	TRUE
GlycA__locus104	TRUE	TRUE	TRUE
GlycA__locus105	TRUE	TRUE	TRUE
GlycA__locus106	TRUE	TRUE	TRUE
GlycA__locus107	TRUE	TRUE	TRUE
GlycA__locus108	TRUE	TRUE	TRUE
GlycA__locus109	TRUE	TRUE	TRUE
GlycA__locus110	TRUE	TRUE	TRUE
GlycA__locus111	TRUE	TRUE	TRUE
GlycA__locus112	TRUE	TRUE	TRUE
GlycA__locus113	TRUE	TRUE	TRUE
GlycA__locus114	TRUE	TRUE	TRUE
GlycA__locus115	TRUE	TRUE	TRUE
GlycA__locus116	TRUE	TRUE	TRUE
GlycA__locus117	TRUE	TRUE	TRUE
GlycA__locus118	TRUE	TRUE	TRUE
GlycA__locus119	TRUE	TRUE	TRUE
GlycA__locus120	TRUE	TRUE	TRUE
GlycA__locus121	TRUE	TRUE	TRUE
GlycA__locus122	TRUE	TRUE	TRUE
GlycA__locus123	TRUE	TRUE	TRUE
GlycA__locus124	TRUE	TRUE	TRUE
GlycA__locus125	TRUE	TRUE	TRUE
GlycA__locus126	TRUE	TRUE	TRUE
GlycA__locus127	TRUE	TRUE	TRUE
GlycA__locus128	FALSE	FALSE	FALSE
GlycA__locus129	TRUE	TRUE	TRUE
GlycA__locus130	TRUE	TRUE	TRUE
GlycA__locus131	TRUE	TRUE	TRUE
GlycA__locus132	TRUE	TRUE	TRUE
GlycA__locus133	TRUE	TRUE	TRUE
GlycA__locus134	TRUE	TRUE	TRUE
GlycA__locus135	TRUE	TRUE	TRUE
GlycA__locus136	TRUE	TRUE	TRUE
GlycA__locus137	TRUE	TRUE	TRUE
GlycA__locus138	TRUE	TRUE	TRUE
GlycA__locus139	TRUE	TRUE	TRUE
GlycA__locus140	TRUE	TRUE	TRUE
GlycA__locus141	TRUE	TRUE	TRUE
GlycA__locus142	TRUE	TRUE	TRUE
GlycA__locus143	TRUE	TRUE	TRUE
GlycA__locus144	TRUE	TRUE	TRUE
GlycA__locus145	TRUE	TRUE	TRUE
GlycA__locus146	TRUE	TRUE	TRUE
GlycA__locus147	TRUE	TRUE	TRUE
GlycA__locus148	FALSE	FALSE	FALSE
GlycA__locus149	TRUE	TRUE	TRUE
GlycA__locus150	TRUE	TRUE	TRUE
GlycA__locus151	TRUE	TRUE	TRUE
GlycA__locus152	TRUE	TRUE	TRUE
GlycA__locus153	TRUE	TRUE	TRUE
GlycA__locus154	TRUE	TRUE	TRUE
GlycA__locus155	TRUE	TRUE	TRUE
GlycA__locus156	TRUE	TRUE	TRUE
GlycA__locus157	TRUE	TRUE	TRUE
GlycA__locus158	TRUE	TRUE	TRUE
GlycA__locus159	TRUE	TRUE	TRUE
GlycA__locus160	TRUE	TRUE	TRUE
GlycA__locus161	TRUE	TRUE	TRUE
GlycA__locus162	TRUE	TRUE	TRUE
GlycA__locus163	TRUE	TRUE	TRUE
GlycA__locus164	TRUE	TRUE	TRUE
GlycA__locus165	TRUE	TRUE	TRUE
GlycA__locus166	TRUE	TRUE	TRUE
GlycA__locus167	TRUE	TRUE	TRUE
GlycA__locus168	TRUE	TRUE	TRUE
GlycA__locus169	TRUE	TRUE	TRUE
GlycA__locus170	TRUE	TRUE	TRUE
GlycA__locus171	TRUE	TRUE	TRUE
GlycA__locus172	TRUE	TRUE	TRUE
GlycA__locus173	TRUE	TRUE	TRUE
GlycA__locus174	TRUE	TRUE	TRUE
GlycA__locus175	TRUE	TRUE	TRUE
GlycA__locus176	TRUE	TRUE	TRUE
GlycA__locus177	TRUE	TRUE	TRUE
GlycA__locus178	TRUE	TRUE	TRUE
GlycA__locus179	TRUE	TRUE	TRUE
GlycA__locus180	TRUE	TRUE	TRUE
GlycA__locus181	TRUE	TRUE	TRUE
GlycA__locus182	TRUE	TRUE	TRUE
GlycA__locus183	TRUE	TRUE	TRUE
GlycA__locus184	TRUE	TRUE	TRUE
GlycA__locus185	TRUE	TRUE	TRUE
GlycA__locus186	TRUE	TRUE	TRUE
GlycA__locus187	TRUE	TRUE	TRUE
GlycA__locus188	TRUE	TRUE	TRUE
GlycA__locus189	TRUE	TRUE	TRUE
GlycA__locus190	TRUE	TRUE	TRUE
GlycA__locus191	TRUE	TRUE	TRUE
GlycA__locus192	TRUE	TRUE	TRUE
GlycA__locus193	TRUE	TRUE	TRUE
GlycA__locus194	TRUE	TRUE	TRUE
GlycA__locus195	TRUE	TRUE	TRUE
GlycA__locus196	TRUE	TRUE	TRUE
GlycA__locus197	TRUE	TRUE	TRUE
GlycA__locus198	TRUE	TRUE	TRUE
GlycA__locus199	TRUE	TRUE	TRUE
GlycA__locus200	TRUE	TRUE	TRUE
GlycA__locus201	TRUE	TRUE	TRUE
GlycA__locus202	TRUE	TRUE	TRUE
GlycA__locus203	TRUE	TRUE	TRUE
GlycA__locus204	TRUE	TRUE	TRUE
GlycA__locus205	TRUE	TRUE	TRUE
GlycA__locus206	TRUE	TRUE	TRUE
GlycA__locus207	TRUE	TRUE	TRUE
GlycA__locus208	TRUE	TRUE	TRUE
GlycA__locus209	TRUE	TRUE	TRUE
GlycA__locus210	TRUE	TRUE	TRUE
GlycA__locus211	TRUE	TRUE	TRUE
GlycA__locus212	TRUE	TRUE	TRUE
GlycA__locus213	TRUE	TRUE	TRUE
GlycA__locus214	TRUE	TRUE	TRUE
GlycA__locus215	TRUE	TRUE	TRUE
GlycA__locus216	TRUE	TRUE	TRUE
GlycA__locus217	TRUE	TRUE	TRUE
GlycA__locus218	TRUE	TRUE	TRUE
GlycA__locus219	TRUE	TRUE	TRUE
GlycA__locus220	TRUE	TRUE	TRUE
GlycA__locus221	TRUE	TRUE	TRUE
GlycA__locus222	TRUE	TRUE	TRUE
GlycA__locus223	TRUE	TRUE	TRUE
GlycA__locus224	TRUE	TRUE	TRUE
GlycA__locus225	TRUE	TRUE	TRUE
GlycA__locus226	TRUE	TRUE	TRUE
GlycA__locus227	TRUE	TRUE	TRUE
GlycA__locus228	TRUE	TRUE	TRUE
GlycA__locus229	TRUE	TRUE	TRUE
GlycA__locus230	TRUE	TRUE	TRUE
GlycA__locus231	TRUE	TRUE	TRUE
GlycA__locus232	TRUE	TRUE	TRUE
GlycA__locus233	TRUE	TRUE	TRUE
GlycA__locus234	TRUE	TRUE	TRUE
GlycA__locus235	TRUE	TRUE	TRUE
GlycA__locus236	TRUE	TRUE	TRUE
GlycA__locus237	TRUE	TRUE	TRUE
GlycA__locus238	TRUE	TRUE	TRUE
GlycA__locus239	TRUE	TRUE	TRUE
GlycA__locus240	TRUE	TRUE	TRUE
GlycA__locus241	TRUE	TRUE	TRUE
GlycA__locus242	TRUE	TRUE	TRUE
GlycA__locus243	TRUE	TRUE	TRUE
GlycA__locus244	TRUE	TRUE	TRUE
GlycA__locus245	TRUE	TRUE	TRUE
GlycA__locus246	TRUE	TRUE	TRUE
GlycA__locus247	TRUE	TRUE	TRUE
GlycA__locus248	TRUE	TRUE	TRUE
GlycA__locus249	TRUE	TRUE	TRUE
GlycA__locus250	TRUE	TRUE	TRUE
GlycA__locus251	TRUE	TRUE	TRUE
GlycA__locus252	TRUE	TRUE	TRUE
GlycA__locus253	TRUE	TRUE	TRUE
GlycA__locus254	TRUE	TRUE	TRUE
GlycA__locus255	TRUE	TRUE	TRUE
GlycA__locus256	TRUE	TRUE	TRUE
GlycA__locus257	TRUE	TRUE	TRUE
GlycA__locus258	TRUE	TRUE	TRUE
GlycA__locus259	TRUE	TRUE	TRUE
GlycA__locus260	TRUE	TRUE	TRUE
GlycA__locus261	TRUE	TRUE	TRUE
GlycA__locus262	TRUE	TRUE	TRUE
GlycA__locus263	TRUE	TRUE	TRUE
GlycA__locus264	TRUE	TRUE	TRUE
GlycA__locus265	TRUE	TRUE	TRUE
GlycA__locus266	TRUE	TRUE	TRUE
GlycA__locus267	TRUE	TRUE	TRUE
GlycA__locus268	TRUE	TRUE	TRUE
GlycA__locus269	TRUE	TRUE	TRUE
GlycA__locus270	TRUE	TRUE	TRUE
GlycA__locus271	TRUE	TRUE	TRUE
GlycA__locus272	TRUE	TRUE	TRUE
GlycA__locus273	TRUE	TRUE	TRUE
GlycA__locus274	TRUE	TRUE	TRUE
GlycA__locus275	TRUE	TRUE	TRUE
GlycA__locus276	TRUE	TRUE	TRUE
GlycA__locus277	TRUE	TRUE	TRUE
GlycA__locus278	TRUE	TRUE	TRUE
GlycA__locus279	TRUE	TRUE	TRUE
GlycA__locus280	TRUE	TRUE	TRUE
GlycA__locus281	TRUE	TRUE	TRUE
GlycA__locus282	TRUE	TRUE	TRUE
GlycA__locus283	TRUE	TRUE	TRUE
GlycA__locus284	TRUE	TRUE	TRUE
GlycA__locus285	TRUE	TRUE	TRUE
GlycA__locus286	TRUE	TRUE	TRUE
GlycA__locus287	TRUE	TRUE	TRUE
GlycA__locus288	TRUE	TRUE	TRUE
GlycA__locus289	TRUE	TRUE	TRUE
GlycA__locus290	TRUE	TRUE	TRUE
GlycA__locus291	TRUE	TRUE	TRUE
GlycA__locus292	TRUE	TRUE	TRUE
GlycA__locus293	TRUE	TRUE	TRUE
GlycA__locus294	TRUE	TRUE	TRUE
GlycA__locus295	TRUE	TRUE	TRUE
