locus_key	trait	locus	outcome	analysis_status	failure_reason
Cholesterol_in_very_large_HDL__locus455	Cholesterol_in_very_large_HDL	locus455	main	success	none
Cholesterol_in_very_large_HDL__locus455	Cholesterol_in_very_large_HDL	locus455	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus456	Cholesterol_in_very_large_HDL	locus456	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus456	Cholesterol_in_very_large_HDL	locus456	main	success	none
Cholesterol_in_very_large_HDL__locus456	Cholesterol_in_very_large_HDL	locus456	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus457	Cholesterol_in_very_large_HDL	locus457	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus457	Cholesterol_in_very_large_HDL	locus457	main	success	none
Cholesterol_in_very_large_HDL__locus457	Cholesterol_in_very_large_HDL	locus457	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus458	Cholesterol_in_very_large_HDL	locus458	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus458	Cholesterol_in_very_large_HDL	locus458	main	success	none
Cholesterol_in_very_large_HDL__locus458	Cholesterol_in_very_large_HDL	locus458	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus459	Cholesterol_in_very_large_HDL	locus459	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus459	Cholesterol_in_very_large_HDL	locus459	main	success	none
Cholesterol_in_very_large_HDL__locus459	Cholesterol_in_very_large_HDL	locus459	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus460	Cholesterol_in_very_large_HDL	locus460	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus460	Cholesterol_in_very_large_HDL	locus460	main	success	none
Cholesterol_in_very_large_HDL__locus460	Cholesterol_in_very_large_HDL	locus460	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus461	Cholesterol_in_very_large_HDL	locus461	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus461	Cholesterol_in_very_large_HDL	locus461	main	success	none
Cholesterol_in_very_large_HDL__locus461	Cholesterol_in_very_large_HDL	locus461	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus462	Cholesterol_in_very_large_HDL	locus462	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus462	Cholesterol_in_very_large_HDL	locus462	main	success	none
Cholesterol_in_very_large_HDL__locus462	Cholesterol_in_very_large_HDL	locus462	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus463	Cholesterol_in_very_large_HDL	locus463	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus463	Cholesterol_in_very_large_HDL	locus463	main	success	none
Cholesterol_in_very_large_HDL__locus463	Cholesterol_in_very_large_HDL	locus463	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus464	Cholesterol_in_very_large_HDL	locus464	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus464	Cholesterol_in_very_large_HDL	locus464	main	success	none
Cholesterol_in_very_large_HDL__locus464	Cholesterol_in_very_large_HDL	locus464	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus465	Cholesterol_in_very_large_HDL	locus465	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus465	Cholesterol_in_very_large_HDL	locus465	main	success	none
Cholesterol_in_very_large_HDL__locus465	Cholesterol_in_very_large_HDL	locus465	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus466	Cholesterol_in_very_large_HDL	locus466	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus466	Cholesterol_in_very_large_HDL	locus466	main	success	none
Cholesterol_in_very_large_HDL__locus466	Cholesterol_in_very_large_HDL	locus466	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus467	Cholesterol_in_very_large_HDL	locus467	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus467	Cholesterol_in_very_large_HDL	locus467	main	success	none
Cholesterol_in_very_large_HDL__locus467	Cholesterol_in_very_large_HDL	locus467	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus468	Cholesterol_in_very_large_HDL	locus468	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus468	Cholesterol_in_very_large_HDL	locus468	main	success	none
Cholesterol_in_very_large_HDL__locus468	Cholesterol_in_very_large_HDL	locus468	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus469	Cholesterol_in_very_large_HDL	locus469	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus469	Cholesterol_in_very_large_HDL	locus469	main	success	none
Cholesterol_in_very_large_HDL__locus469	Cholesterol_in_very_large_HDL	locus469	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus470	Cholesterol_in_very_large_HDL	locus470	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus470	Cholesterol_in_very_large_HDL	locus470	main	success	none
Cholesterol_in_very_large_HDL__locus470	Cholesterol_in_very_large_HDL	locus470	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus471	Cholesterol_in_very_large_HDL	locus471	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus471	Cholesterol_in_very_large_HDL	locus471	main	success	none
Cholesterol_in_very_large_HDL__locus471	Cholesterol_in_very_large_HDL	locus471	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus472	Cholesterol_in_very_large_HDL	locus472	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus472	Cholesterol_in_very_large_HDL	locus472	main	success	none
Cholesterol_in_very_large_HDL__locus472	Cholesterol_in_very_large_HDL	locus472	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus473	Cholesterol_in_very_large_HDL	locus473	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus473	Cholesterol_in_very_large_HDL	locus473	main	success	none
Cholesterol_in_very_large_HDL__locus473	Cholesterol_in_very_large_HDL	locus473	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus474	Cholesterol_in_very_large_HDL	locus474	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus474	Cholesterol_in_very_large_HDL	locus474	main	success	none
Cholesterol_in_very_large_HDL__locus474	Cholesterol_in_very_large_HDL	locus474	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus475	Cholesterol_in_very_large_HDL	locus475	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus475	Cholesterol_in_very_large_HDL	locus475	main	success	none
Cholesterol_in_very_large_HDL__locus475	Cholesterol_in_very_large_HDL	locus475	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus476	Cholesterol_in_very_large_HDL	locus476	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus476	Cholesterol_in_very_large_HDL	locus476	main	success	none
Cholesterol_in_very_large_HDL__locus476	Cholesterol_in_very_large_HDL	locus476	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus477	Cholesterol_in_very_large_HDL	locus477	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus477	Cholesterol_in_very_large_HDL	locus477	main	success	none
Cholesterol_in_very_large_HDL__locus477	Cholesterol_in_very_large_HDL	locus477	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus478	Cholesterol_in_very_large_HDL	locus478	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus478	Cholesterol_in_very_large_HDL	locus478	main	success	none
Cholesterol_in_very_large_HDL__locus478	Cholesterol_in_very_large_HDL	locus478	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus479	Cholesterol_in_very_large_HDL	locus479	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus479	Cholesterol_in_very_large_HDL	locus479	main	success	none
Cholesterol_in_very_large_HDL__locus479	Cholesterol_in_very_large_HDL	locus479	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus480	Cholesterol_in_very_large_HDL	locus480	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus480	Cholesterol_in_very_large_HDL	locus480	main	success	none
Cholesterol_in_very_large_HDL__locus480	Cholesterol_in_very_large_HDL	locus480	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus481	Cholesterol_in_very_large_HDL	locus481	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus481	Cholesterol_in_very_large_HDL	locus481	main	success	none
Cholesterol_in_very_large_HDL__locus481	Cholesterol_in_very_large_HDL	locus481	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus482	Cholesterol_in_very_large_HDL	locus482	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus482	Cholesterol_in_very_large_HDL	locus482	main	success	none
Cholesterol_in_very_large_HDL__locus482	Cholesterol_in_very_large_HDL	locus482	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus483	Cholesterol_in_very_large_HDL	locus483	classification	inconclusive	lead_missing
Cholesterol_in_very_large_HDL__locus483	Cholesterol_in_very_large_HDL	locus483	main	success	none
Cholesterol_in_very_large_HDL__locus483	Cholesterol_in_very_large_HDL	locus483	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus484	Cholesterol_in_very_large_HDL	locus484	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus484	Cholesterol_in_very_large_HDL	locus484	main	success	none
Cholesterol_in_very_large_HDL__locus484	Cholesterol_in_very_large_HDL	locus484	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus485	Cholesterol_in_very_large_HDL	locus485	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus485	Cholesterol_in_very_large_HDL	locus485	main	success	none
Cholesterol_in_very_large_HDL__locus485	Cholesterol_in_very_large_HDL	locus485	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus486	Cholesterol_in_very_large_HDL	locus486	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus486	Cholesterol_in_very_large_HDL	locus486	main	success	none
Cholesterol_in_very_large_HDL__locus486	Cholesterol_in_very_large_HDL	locus486	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus487	Cholesterol_in_very_large_HDL	locus487	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus487	Cholesterol_in_very_large_HDL	locus487	main	success	none
Cholesterol_in_very_large_HDL__locus487	Cholesterol_in_very_large_HDL	locus487	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus488	Cholesterol_in_very_large_HDL	locus488	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus488	Cholesterol_in_very_large_HDL	locus488	main	success	none
Cholesterol_in_very_large_HDL__locus488	Cholesterol_in_very_large_HDL	locus488	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus489	Cholesterol_in_very_large_HDL	locus489	classification	inconclusive	lead_missing
Cholesterol_in_very_large_HDL__locus489	Cholesterol_in_very_large_HDL	locus489	main	success	none
Cholesterol_in_very_large_HDL__locus489	Cholesterol_in_very_large_HDL	locus489	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus490	Cholesterol_in_very_large_HDL	locus490	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus490	Cholesterol_in_very_large_HDL	locus490	main	success	none
Cholesterol_in_very_large_HDL__locus490	Cholesterol_in_very_large_HDL	locus490	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus491	Cholesterol_in_very_large_HDL	locus491	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus491	Cholesterol_in_very_large_HDL	locus491	main	success	none
Cholesterol_in_very_large_HDL__locus491	Cholesterol_in_very_large_HDL	locus491	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus492	Cholesterol_in_very_large_HDL	locus492	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus492	Cholesterol_in_very_large_HDL	locus492	main	success	none
Cholesterol_in_very_large_HDL__locus492	Cholesterol_in_very_large_HDL	locus492	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus493	Cholesterol_in_very_large_HDL	locus493	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus493	Cholesterol_in_very_large_HDL	locus493	main	success	none
Cholesterol_in_very_large_HDL__locus493	Cholesterol_in_very_large_HDL	locus493	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus494	Cholesterol_in_very_large_HDL	locus494	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus494	Cholesterol_in_very_large_HDL	locus494	main	success	none
Cholesterol_in_very_large_HDL__locus494	Cholesterol_in_very_large_HDL	locus494	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus495	Cholesterol_in_very_large_HDL	locus495	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus495	Cholesterol_in_very_large_HDL	locus495	main	success	none
Cholesterol_in_very_large_HDL__locus495	Cholesterol_in_very_large_HDL	locus495	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus001	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus001	classification	trait_specific_or_low_power	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus001	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus001	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus001	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus001	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus002	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus002	classification	trait_specific_or_low_power	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus002	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus002	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus002	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus002	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus003	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus003	classification	trait_specific_or_low_power	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus003	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus003	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus003	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus003	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus004	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus004	classification	inconclusive	posterior_indeterminate
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus004	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus004	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus004	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus004	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus005	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus005	classification	trait_specific_or_low_power	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus005	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus005	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus005	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus005	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus006	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus006	classification	trait_specific_or_low_power	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus006	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus006	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus006	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus006	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus007	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus007	classification	trait_specific_or_low_power	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus007	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus007	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus007	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus007	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus008	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus008	classification	inconclusive	posterior_indeterminate
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus008	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus008	main	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus008	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus008	noUKBB	success	none
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus009	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus009	classification	inconclusive	posterior_indeterminate
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus009	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus009	main	success	none
