locus_key	trait	locus	abf_class	failure_reason	is_mhc	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus346	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus346	inconclusive	lead_missing	FALSE	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus347	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus347	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus348	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus348	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus349	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus349	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus350	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus350	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus351	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus351	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus352	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus352	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus353	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus353	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus354	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus354	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus355	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus355	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus356	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus356	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus357	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus357	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus358	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus358	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus359	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus359	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus360	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus360	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus361	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus361	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus362	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus362	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus363	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus363	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus364	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus364	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus365	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus365	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus366	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus366	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus367	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus367	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus368	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus368	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus369	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus369	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus370	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus370	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus371	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus371	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus372	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus372	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus373	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus373	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus374	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus374	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus375	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus375	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus376	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus376	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus377	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus377	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus378	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus378	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus379	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus379	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus380	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus380	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus381	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus381	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus382	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus382	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus383	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus383	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus384	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus384	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus385	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus385	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus386	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus386	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus387	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus387	inconclusive	lead_missing	FALSE	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus388	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus388	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus389	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus389	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus390	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus390	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus391	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus391	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus392	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus392	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus393	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus393	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus394	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus394	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus395	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus395	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus396	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus396	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus397	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus397	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus398	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus398	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus399	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus399	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus400	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus400	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus401	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus401	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus402	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus402	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus403	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus403	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus404	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus404	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus405	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus405	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus406	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus406	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus407	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus407	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus408	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus408	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus409	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus409	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus410	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus410	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus411	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus411	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus412	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus412	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus413	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus413	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus414	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus414	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus415	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus415	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus416	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus416	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus417	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus417	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus418	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus418	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus419	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus419	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus420	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus420	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus421	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus421	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus422	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus422	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus423	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus423	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus424	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus424	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus425	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus425	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus426	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus426	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus427	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus427	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus428	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus428	inconclusive	lead_missing	FALSE	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus429	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus429	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus430	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus430	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus431	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus431	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus432	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus432	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus433	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus433	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus434	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus434	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus435	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus435	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus436	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus436	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus437	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus437	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus438	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus438	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus439	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus439	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus440	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus440	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus441	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus441	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus442	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	locus442	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus001	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus001	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus002	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus002	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus003	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus003	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus004	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus004	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus005	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus005	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus006	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus006	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus007	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus007	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus008	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus008	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus009	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus009	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus010	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus010	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus011	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus011	inconclusive	lead_missing	FALSE	FALSE	FALSE	FALSE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus012	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus012	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus013	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus013	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus014	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus014	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus015	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus015	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus016	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus016	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus017	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus017	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus018	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus018	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus019	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus019	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus020	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus020	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus021	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus021	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus022	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus022	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus023	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus023	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus024	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus024	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus025	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus025	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus026	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus026	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus027	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus027	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus028	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus028	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus029	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus029	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus030	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus030	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus031	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus031	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus032	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus032	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus033	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus033	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus034	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus034	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus035	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus035	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus036	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus036	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus037	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus037	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus038	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus038	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus039	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus039	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus040	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus040	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus041	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	locus041	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
