locus_key	trait	locus	abf_class	failure_reason	is_mhc	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus240	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus240	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus241	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus241	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus242	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus242	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus243	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus243	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus244	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus244	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus245	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus245	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus246	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus246	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus247	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus247	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus248	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus248	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus249	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus249	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus250	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus250	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus251	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus251	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus252	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus252	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus253	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus253	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus254	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus254	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus255	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus255	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus256	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus256	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus257	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus257	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus258	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus258	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus259	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus259	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus260	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus260	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus261	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus261	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus262	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus262	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus263	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus263	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus264	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus264	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus265	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus265	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus266	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus266	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus267	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus267	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus268	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus268	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus269	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus269	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus270	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus270	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus271	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus271	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus272	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus272	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus273	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus273	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus274	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus274	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus275	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus275	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus276	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus276	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus277	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus277	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus278	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus278	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus279	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus279	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus280	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus280	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus281	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus281	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus282	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus282	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus283	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus283	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus284	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus284	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus285	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus285	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus286	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus286	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus287	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus287	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus288	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus288	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus289	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus290	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus290	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus291	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus291	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus292	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus292	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus293	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus293	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus294	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus294	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus295	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus295	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus296	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus296	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus297	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus297	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus298	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus298	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus299	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus299	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus300	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus300	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus301	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus301	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus302	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus302	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus303	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus303	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus304	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus304	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus305	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus305	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus306	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus306	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus307	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus307	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus308	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus308	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus309	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus309	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus310	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus310	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus311	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus311	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus312	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus312	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus313	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus313	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus314	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus314	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus315	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus315	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus316	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus316	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus317	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus317	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus318	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus318	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus319	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus319	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus320	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus320	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus321	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus321	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus322	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus322	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus323	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus323	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus324	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus324	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus325	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus325	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus326	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus326	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus327	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus327	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus328	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus328	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus329	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus329	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus330	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus330	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus331	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus331	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus332	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus332	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus333	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus333	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus334	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus334	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus335	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus335	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus336	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus336	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus337	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus337	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus338	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus338	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus339	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus339	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus340	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus340	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus341	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus341	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus342	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus342	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus343	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus343	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus344	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus344	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus345	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus345	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus346	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus346	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus347	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus347	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus348	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus348	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus349	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus349	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus350	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus350	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus351	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus351	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus352	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus352	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus353	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus353	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus354	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus354	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus355	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus355	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus356	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus356	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus357	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus357	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus358	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus358	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus359	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus359	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus360	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus360	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus361	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus361	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus362	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus362	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus363	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus363	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus364	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus364	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus365	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus365	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus366	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus366	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
