trait	n_iv	ivw_b	ivw_se	ivw_p	p_fdr_bh	p_bonf	screen_level
Omega6_fatty_acids	147	0.0124042441391667	0.0140251325953592	0.376464283679115	0.438035545028503	1	null
Phenylalanine	147	0.031885089272064	0.0122669190207405	0.0093421047148184	0.0166156005284984	1	fdr_only
Phosphatidylcholines	147	0.0012449279660341	0.014938386063745	0.933583171725838	0.944579037165013	1	null
Phosphoglycerides	147	0.0029418121790743	0.0186473169472771	0.874645435061172	0.903679308424199	1	null
Phospholipids_in_chylomicrons_and_extremely_large_VLDL	147	0.109023743177713	0.0257421996945485	2.28333413375039e-05	9.0246063381563e-05	0.00568550199303847	bonferroni_hit
Phospholipids_in_IDL	147	-0.035484728303818	0.0250418942179447	0.156478675434413	0.208359305792347	1	null
Phospholipids_in_large_HDL	147	-0.0820999372721223	0.0267399786232326	0.0021383900982851	0.00423276421142659	0.53245913447299	fdr_only
Phospholipids_in_large_LDL	147	-0.0218145916442533	0.0201856085645262	0.279830484598394	0.343240348103449	1	null
Phospholipids_in_large_VLDL	147	0.0994196029572555	0.0210732050276212	2.38384437948917e-06	2.19843426108446e-05	0.000593577250492803	bonferroni_hit
Phospholipids_in_LDL	147	-0.006804908719456	0.0175716217437542	0.698558575177397	0.74017483071988	1	null
Phospholipids_in_medium_HDL	147	-0.0161744307782898	0.0159974075118627	0.311984963052847	0.373481999039226	1	null
Phospholipids_in_medium_LDL	147	0.0177462082817683	0.0133326108622592	0.183176591955082	0.237557142691747	1	null
Phospholipids_in_medium_VLDL	147	0.0398837875126085	0.0123461483141881	0.0012358947275744	0.00272334324925686	0.307737787166026	fdr_only
Phospholipids_in_small_HDL	147	0.0502606720774171	0.0163712080193357	0.0021401221818321	0.00423276421142659	0.532890423276193	fdr_only
Phospholipids_in_small_LDL	147	0.0012643246752833	0.0174041299419516	0.942088540770832	0.945887284886843	1	null
Phospholipids_in_small_VLDL	147	0.0453731782861645	0.0126361318842179	0.0003297290205154	0.00087343112881207	0.0821025261083346	fdr_only
Phospholipids_in_very_large_HDL	147	-0.0931287996980267	0.0289924719749833	0.0013173559031544	0.00287738263057409	0.328021619885446	fdr_only
Phospholipids_in_very_large_VLDL	147	0.0982724391558523	0.0206740232805196	1.99998356481164e-06	2.05674438087919e-05	0.000497995907638098	bonferroni_hit
Phospholipids_in_very_small_VLDL	147	0.032652738342923	0.015643969332864	0.0368663310774244	0.0577340656495514	1	nominal
Phospholipids_in_VLDL	147	0.0758182946702156	0.0150629482740012	4.81780966277448e-07	8.88020553854169e-06	0.000119963460603085	bonferroni_hit
Phospholipids_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	147	0.056176508326727	0.0168995395300361	0.0008869028610213	0.0020639141345262	0.220838812394304	fdr_only
Phospholipids_to_total_lipids_ratio_in_IDL	147	0.0203370109901362	0.0104446505317122	0.0515200852911758	0.0772801279367637	1	null
Phospholipids_to_total_lipids_ratio_in_large_HDL	147	0.0994968027079737	0.0194572521090001	3.16059241785145e-07	6.97756441100058e-06	7.86987512045011e-05	bonferroni_hit
Phospholipids_to_total_lipids_ratio_in_large_LDL	147	-0.0262877128541831	0.0113239522449127	0.0202638841679543	0.033415279190865	1	fdr_only
Phospholipids_to_total_lipids_ratio_in_large_VLDL	147	0.116648591087955	0.0270024595111165	1.56082469167275e-05	6.73562717555186e-05	0.00388645348226515	bonferroni_hit
Phospholipids_to_total_lipids_ratio_in_medium_HDL	147	0.110677106834465	0.0232181994348077	1.87151198642105e-06	2.05674438087919e-05	0.000466006484618842	bonferroni_hit
Phospholipids_to_total_lipids_ratio_in_medium_LDL	147	-0.0242734514987541	0.0108089285499182	0.0247241751063248	0.0399761013082784	1	fdr_only
Phospholipids_to_total_lipids_ratio_in_medium_VLDL	147	-0.070940461604209	0.0240704439570364	0.0032066361270335	0.00609505645520108	0.798452395631342	fdr_only
Phospholipids_to_total_lipids_ratio_in_small_HDL	147	0.0081487834976665	0.0120575711707464	0.499153052337151	0.554862098356922	1	null
Phospholipids_to_total_lipids_ratio_in_small_LDL	147	-0.066646656587495	0.0255983173851555	0.0092262154079458	0.0165275369538022	1	fdr_only
Phospholipids_to_total_lipids_ratio_in_small_VLDL	147	-0.104092858872226	0.0274216073282839	0.0001470400405055	0.0004411201215165	0.0366129700858695	bonferroni_hit
Phospholipids_to_total_lipids_ratio_in_very_large_HDL	147	-0.0753995535767206	0.023299781463825	0.0012119076324471	0.00269433036142257	0.301765000479328	fdr_only
Phospholipids_to_total_lipids_ratio_in_very_large_VLDL	147	0.024994165495922	0.0105217263712823	0.0175260747597373	0.0290932841011639	1	fdr_only
Phospholipids_to_total_lipids_ratio_in_very_small_VLDL	147	0.0915503016024939	0.0201421689940671	5.48816269538398e-06	3.1780290956991e-05	0.00136655251115061	bonferroni_hit
Polyunsaturated_fatty_acids	147	-0.0062617177199228	0.0298390439127657	0.833784895104203	0.868671292388898	1	null
Pyruvate	147	0.0016591333655902	0.0115464222041795	0.885743355900023	0.907613562218542	1	null
Ratio_of_linoleic_acid_to_total_fatty_acids	147	-0.0470603953608949	0.0563480722385203	0.403620241235357	0.4589106852402	1	null
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	147	0.166681190954005	0.0575511437876747	0.0037767879213637	0.00701806113745941	0.940420192419561	fdr_only
Ratio_of_omega3_fatty_acids_to_total_fatty_acids	147	-0.121282382986376	0.112057901866862	0.279110859000176	0.343240348103449	1	null
Ratio_of_omega6_fatty_acids_to_omega3_fatty_acids	147	0.083845152350942	0.104104829379406	0.420593752783597	0.476035656559617	1	null
Ratio_of_omega6_fatty_acids_to_total_fatty_acids	147	-0.0934934803847442	0.0160437293576912	5.62922680852958e-09	2.00239639331981e-07	1.40167747532387e-06	bonferroni_hit
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids	147	-0.15964328535773	0.0509798276590257	0.001739163083694	0.00360876339866505	0.433051607839806	fdr_only
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	147	-0.138871064626436	0.0387795204531964	0.0003422275370021	0.00089552598052255	0.0852146567135229	fdr_only
Ratio_of_saturated_fatty_acids_to_total_fatty_acids	147	0.0282727800961561	0.0182948615033689	0.122250846728065	0.170058440420604	1	null
Ratio_of_triglycerides_to_phosphoglycerides	147	0.109851559454322	0.0255775184976517	1.74812904149629e-05	7.3776971412301e-05	0.00435284131332576	bonferroni_hit
Remnant_cholesterol_nonHDL_nonLDL_cholesterol	147	0.0021033136002238	0.0168047843264049	0.900395621307299	0.915095957981704	1	null
Saturated_fatty_acids	147	0.056383978847119	0.0163974403398922	0.0005847647091083	0.00142751384870556	0.145606412567967	fdr_only
Sphingomyelins	147	-0.0521194578614653	0.0371532201215167	0.160669095565219	0.211675157649416	1	null
Total_cholesterol	147	-0.0325809058815362	0.0231988789041532	0.160194634977905	0.211675157649416	1	null
Total_cholesterol_minus_HDLC	147	-0.0049699445975969	0.0176508545619739	0.778273529676491	0.817679784343655	1	null
Total_concentration_of_branchedchain_amino_acids_leucine_isoleucine_valine	147	0.0289940776228833	0.0118223354327933	0.0141874051241393	0.02386935051291	1	fdr_only
Total_concentration_of_lipoprotein_particles	147	-0.0316157282974137	0.0198776313288949	0.111718115674073	0.158055743197978	1	null
Total_esterified_cholesterol	147	-0.0368451131157752	0.0234286788038678	0.115799869522092	0.161989705117983	1	null
Total_fatty_acids	147	0.0564857205791735	0.0155392817340092	0.0002779506973062	0.000760546413508174	0.0692097236292438	fdr_only
Total_free_cholesterol	147	-0.0216597627332004	0.0223563151118768	0.332623454169668	0.39067566079362	1	null
Total_lipids_in_chylomicrons_and_extremely_large_VLDL	147	0.100714513193241	0.0236293565629629	2.02367802499825e-05	8.26058734794368e-05	0.00503895828224564	bonferroni_hit
Total_lipids_in_IDL	147	-0.0371656129561485	0.0249121389659496	0.135733858094956	0.185701816844198	1	null
Total_lipids_in_large_HDL	147	-0.088752714466531	0.0269841308706204	0.0010051876721551	0.00229625440703321	0.25029173036662	fdr_only
Total_lipids_in_large_LDL	147	-0.0175814101424285	0.0201191911765754	0.382193045603679	0.44058364979313	1	null
Total_lipids_in_large_VLDL	147	0.0894921630161502	0.0191207617844837	2.86363255313103e-06	2.24585831475755e-05	0.000713044505729626	bonferroni_hit
Total_lipids_in_LDL	147	-0.0034464002631544	0.0173612076026348	0.84264484752874	0.874244029311068	1	null
Total_lipids_in_lipoprotein_particles	147	0.0160553687959587	0.0163961971447397	0.327474764639944	0.388291506644505	1	null
Total_lipids_in_medium_HDL	147	-0.0294275821887788	0.0170529406868436	0.0844085500381409	0.121489762771659	1	null
