trait	n_iv	ivw_b	ivw_se	ivw_p	p_fdr_bh	p_bonf	screen_level
Ratio_of_saturated_fatty_acids_to_total_fatty_acids	198	0.0414810553480545	0.0159566970119113	0.0093332041124519	0.01518933218301	1	fdr_only
Ratio_of_triglycerides_to_phosphoglycerides	198	0.116245185196897	0.0217950239391578	9.63028649241717e-08	4.28203810109263e-07	2.39794133661188e-05	bonferroni_hit
Remnant_cholesterol_nonHDL_nonLDL_cholesterol	198	0.0134410706518633	0.0147378086486901	0.361761960888791	0.415109346826308	1	null
Saturated_fatty_acids	198	0.0724865677196954	0.0144457372734589	5.22524791347416e-07	1.78231058966447e-06	0.000130108673045507	bonferroni_hit
Sphingomyelins	198	-0.0413559703914947	0.0313285488302972	0.186810657526758	0.22914213657223	1	null
Total_cholesterol	198	-0.0211590849268399	0.0198369753122349	0.286130477743702	0.334490558489116	1	null
Total_cholesterol_minus_HDLC	198	0.0061426040029462	0.0154676563742509	0.691274762480177	0.716846191233279	1	null
Total_concentration_of_branchedchain_amino_acids_leucine_isoleucine_valine	198	0.0194391234001065	0.0106496897874989	0.067952305760419	0.0909684093244319	1	null
Total_concentration_of_lipoprotein_particles	198	-0.0245084148176993	0.017763813651761	0.167684562321886	0.209816361900249	1	null
Total_esterified_cholesterol	198	-0.0257068668988601	0.0200202833060514	0.19912756982774	0.241867145790767	1	null
Total_fatty_acids	198	0.0709972022539572	0.0137403904968155	2.37825293038039e-07	8.83858178604056e-07	5.92184979664717e-05	bonferroni_hit
Total_free_cholesterol	198	-0.0098253849354625	0.0191691415265669	0.608257323591935	0.647248177668341	1	null
Total_lipids_in_chylomicrons_and_extremely_large_VLDL	198	0.108342220857985	0.020162761032811	7.72733032608521e-08	3.56315787258374e-07	1.92410525119522e-05	bonferroni_hit
Total_lipids_in_IDL	198	-0.0274412958475756	0.0211834683964674	0.195178520086428	0.238232605399611	1	null
Total_lipids_in_large_HDL	198	-0.0884036660444171	0.0230689246948483	0.0001270263138557	0.000275039583913646	0.0316295521500693	bonferroni_hit
Total_lipids_in_large_LDL	198	-0.0070956851284056	0.0174467469650166	0.684224419169202	0.712853055954524	1	null
Total_lipids_in_large_VLDL	198	0.0982771744601214	0.016424865410358	2.18475355036126e-09	1.88053641856138e-08	5.44003634039954e-07	bonferroni_hit
Total_lipids_in_LDL	198	0.0073682781578586	0.0152939400667004	0.629963924130516	0.664665326730926	1	null
Total_lipids_in_lipoprotein_particles	198	0.0296024395526325	0.0142685772675745	0.0380181022972587	0.0544052153564219	1	nominal
Total_lipids_in_medium_HDL	198	-0.0260641132164549	0.0161189048988475	0.10588037008008	0.135898000772886	1	null
Total_lipids_in_medium_LDL	198	0.0314894364887017	0.012311490943011	0.0105358677652276	0.0167838113043145	1	fdr_only
Total_lipids_in_medium_VLDL	198	0.0659310934852752	0.0117702530356083	2.12502589279395e-08	1.17584766067932e-07	5.29131447305694e-06	bonferroni_hit
Total_lipids_in_small_HDL	198	0.0598149943199896	0.0155426808097941	0.000118874907113	0.000259647823431026	0.029599851871137	bonferroni_hit
Total_lipids_in_small_LDL	198	0.0253598848752426	0.0127064876017904	0.0459533237300722	0.0650135091408408	1	nominal
Total_lipids_in_small_VLDL	198	0.0817753205898399	0.0125989073613829	8.54568034195862e-11	1.77322867095641e-09	2.1278744051477e-08	bonferroni_hit
Total_lipids_in_very_large_HDL	198	-0.0938705314505708	0.0253851683108082	0.0002174337499982	0.000440170762191478	0.0541410037495518	fdr_only
Total_lipids_in_very_large_VLDL	198	0.107545302068749	0.0183902175186815	4.97630754800354e-09	3.54028736986538e-08	1.23910057945288e-06	bonferroni_hit
Total_lipids_in_very_small_VLDL	198	0.03425400428363	0.0148468227369288	0.0210458692951775	0.03275263409062	1	fdr_only
Total_lipids_in_VLDL	198	0.0933777102754494	0.014512092346191	1.23899992218494e-10	2.37316138941577e-09	3.0851098062405e-08	bonferroni_hit
Total_phospholipids_in_lipoprotein_particles	198	0.006492722760338	0.0177162461439613	0.714003864983702	0.734656869342735	1	null
Total_triglycerides	198	0.111326249613429	0.0176524941091483	2.853329268226e-10	4.44049367367671e-09	7.10478987788274e-08	bonferroni_hit
Triglycerides_in_chylomicrons_and_extremely_large_VLDL	198	0.0995630030800114	0.0189828882852929	1.56382648173428e-07	5.99065836848978e-07	3.89392793951836e-05	bonferroni_hit
Triglycerides_in_IDL	198	0.100504151251848	0.0131739711525823	2.36592038941974e-14	1.96371392321838e-12	5.89114176965515e-12	bonferroni_hit
Triglycerides_in_large_HDL	198	0.0313967826136585	0.0117005517236078	0.007288666837363	0.0121803895470026	1	fdr_only
Triglycerides_in_large_LDL	198	0.102788779422502	0.0131641545054004	5.79955151551783e-15	1.44408832736394e-12	1.44408832736394e-12	bonferroni_hit
Triglycerides_in_large_VLDL	198	0.0948778333397669	0.016315923563742	6.06174970181852e-09	4.07939371825084e-08	1.50937567575281e-06	bonferroni_hit
Triglycerides_in_LDL	198	0.108487861908613	0.0141629246629681	1.85947498349001e-14	1.96371392321838e-12	4.63009270889013e-12	bonferroni_hit
Triglycerides_in_medium_HDL	198	0.102021770755887	0.0179066215473879	1.21624983283492e-08	7.38649288721695e-08	3.02846208375895e-06	bonferroni_hit
Triglycerides_in_medium_LDL	198	0.112327462939617	0.015165409932956	1.29363768962198e-13	5.36859641193122e-12	3.22115784715873e-11	bonferroni_hit
Triglycerides_in_medium_VLDL	198	0.0940490043542339	0.0154919273438908	1.27243315700295e-09	1.41106546292673e-08	3.16835856093735e-07	bonferroni_hit
Triglycerides_in_small_HDL	198	0.128604981008869	0.0215339457315228	2.340786317681e-09	1.88053641856138e-08	5.82855793102569e-07	bonferroni_hit
Triglycerides_in_small_LDL	198	0.11378942058331	0.0175303359914335	8.5268167266006e-11	1.77322867095641e-09	2.12317736492355e-08	bonferroni_hit
Triglycerides_in_small_VLDL	198	0.10758933429966	0.0164273913212334	5.777394582394e-11	1.59841250112901e-09	1.43857125101611e-08	bonferroni_hit
Triglycerides_in_very_large_HDL	198	0.0602270884848473	0.0113881575049608	1.23275107946965e-07	5.11591697979905e-07	3.06955018787943e-05	bonferroni_hit
Triglycerides_in_very_large_VLDL	198	0.11048371792014	0.0195324070839629	1.54552840613613e-08	9.1627755506642e-08	3.84836573127896e-06	bonferroni_hit
Triglycerides_in_very_small_VLDL	198	0.110718544933952	0.0149479320733567	1.29239800686502e-13	5.36859641193122e-12	3.2180710370939e-11	bonferroni_hit
Triglycerides_in_VLDL	198	0.107115762318199	0.0177863282114106	1.71886615562368e-09	1.64614489519345e-08	4.27997672750296e-07	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	198	0.0124757890137555	0.0091738471388299	0.17385210835593	0.215369029754361	1	null
Triglycerides_to_total_lipids_ratio_in_IDL	198	0.130997069509871	0.0248868868066742	1.41185892101018e-07	5.58020430684976e-07	3.51552871331535e-05	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_large_HDL	198	0.115487133383562	0.02305031641458	5.43681285054941e-07	1.82941405376595e-06	0.00013537663997868	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_large_LDL	198	0.123763185619923	0.0223324452085948	2.99283135514763e-08	1.58556384559949e-07	7.4521500743176e-06	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_large_VLDL	198	-0.0108688032892599	0.0100695387063423	0.280420814547799	0.329362183124537	1	null
Triglycerides_to_total_lipids_ratio_in_medium_HDL	198	0.116513303708922	0.0209340901214246	2.61070763966356e-08	1.41318739625267e-07	6.50066202276226e-06	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_medium_LDL	198	0.109333867007144	0.0206956166760534	1.27121473513563e-07	5.189056869652e-07	3.16532469048772e-05	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_medium_VLDL	198	0.104264784356887	0.0236959673256383	1.08197668371344e-05	2.89690531445857e-05	0.00269412194244647	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_small_HDL	198	0.122667832545775	0.0214472929929326	1.06836793994494e-08	6.65059042615725e-08	2.6602361704629e-06	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_small_LDL	198	0.122104473779668	0.024474748309565	6.06932315166164e-07	2.01501528635166e-06	0.000151126146476375	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_small_VLDL	198	0.0935940907878749	0.0209004758852298	7.53158974019686e-06	2.03844113620545e-05	0.00187536584530902	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_very_large_HDL	198	0.125725549512368	0.0247897803336345	3.94342758581022e-07	1.40273352695249e-06	9.81913468866745e-05	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_very_large_VLDL	198	0.0854064189196222	0.0189167747967263	6.33613091949762e-06	1.73373252632407e-05	0.00157769659895491	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL	198	0.127586717032717	0.0275965424557858	3.77707812990264e-06	1.10105913862036e-05	0.000940492454345757	bonferroni_hit
Tyrosine	198	0.0137069510752607	0.0141797948206475	0.333717181865598	0.38649106178853	1	null
Valine	198	0.0202528855118243	0.0112847541120589	0.0726995709447491	0.0968031720066445	1	null
VLDL_cholesterol	198	0.0575563471261385	0.0113283749029492	3.75998922975325e-07	1.35686567856313e-06	9.36237318208559e-05	bonferroni_hit
