trait_id	trait_display	screen_level	n_iv	min_f	median_f	cumulative_r2_approx	maf_min	maf_q25	maf_median	maf_q75	maf_max	i2gx	nome_i2gx_ge_0_90	ld_panel_missing_n	ld_panel_eligible_n	ld_panel_missing_fraction	ld_panel_missingness_note
Acetate	Acetate	null	47	29.8339932916306	40.1972865925662	0.00585876346557934	0.0233367	0.1663965	0.311633	0.412609	0.493757	0.986541548725576	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Acetoacetate	Acetoacetate	null	42	30.1578010047542	41.7645913495788	0.00618322326198201	0.00994328	0.1889505	0.267694	0.351506	0.474345	0.988283280870353	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Acetone	Acetone	null	57	30.0025083557835	42.0178129604857	0.00876362121157521	0.0160835	0.185012	0.269345	0.414671	0.498027	0.989188126874213	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Alanine	Alanine	null	250	29.7443157125174	50.0553861489767	0.0457783813076055	0.00236045	0.147844	0.258394	0.38536475	0.499938	0.991280087616887	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Albumin	Albumin	null	268	29.7187427128163	48.0810025900178	0.0348305254842403	0.00796414	0.1251635	0.2679725	0.369784	0.496635	0.988252676518752	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
ApoA1	Apolipoprotein A1	null	348	29.719524080788	54.6125238838587	0.069446022072473	0.00394911	0.1281935	0.265433	0.3937985	0.494456	0.993769562154134	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
ApoB	Apolipoprotein B	null	282	29.7435489061067	61.223823572561	0.0717520239633748	0.00666668	0.081944625	0.21321	0.3609035	0.498506	0.994452560849038	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
ApoB_by_ApoA1	Apolipoprotein B/apolipoprotein A1 ratio	null	339	29.7622772193741	58.989300240294	0.07918345038817	0.00276596	0.10306	0.232805	0.37961	0.498353	0.994139243674954	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Average_diameter_for_LDL_particles	Mean low-density lipoprotein particle diameter	nominal	141	29.754334054649	55.5694480550967	0.030406387158785	0.00211264	0.0897774	0.227649	0.374428	0.498309	0.992818156368477	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Average_diameter_for_VLDL_particles	Mean very-low-density lipoprotein particle diameter	fdr_only	381	29.7864133348092	55.3825304081472	0.0809853051703106	0.00547602	0.122336	0.271857	0.392871	0.499321	0.993928858766181	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_IDL	Cholesterol in intermediate-density lipoprotein	nominal	276	29.7351341871368	58.4503113925016	0.0736892357257551	0.00666668	0.0790377	0.2153725	0.35680125	0.49844	0.994875857338889	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_chylomicrons_and_extremely_large_VLDL	Cholesterol in chylomicrons and extremely large very-low-density lipoprotein	fdr_only	345	29.7307929793753	53.8664192866872	0.0791446280223896	0.00547602	0.103973	0.25744	0.388104	0.499321	0.993934048294122	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_large_HDL	Cholesterol in large high-density lipoprotein	fdr_only	496	29.8463813630911	56.6000242253858	0.0867934879645492	0.0079341	0.10975725	0.258183	0.38599225	0.49904	0.993783542189917	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_large_LDL	Cholesterol in large low-density lipoprotein	null	266	29.7281863010583	60.3024213734502	0.0704582519669462	0.00498781	0.081944625	0.2126555	0.35522125	0.498534	0.99461257024302	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_large_VLDL	Cholesterol in large very-low-density lipoprotein	null	374	29.727637937404	55.8490516098606	0.0808798072639801	0.00547602	0.110013	0.2558115	0.39495375	0.499321	0.993633445538861	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_medium_HDL	Cholesterol in medium high-density lipoprotein	null	396	29.8188545179057	53.3995297864025	0.0782638789335596	0.00830289	0.15479775	0.274575	0.39908625	0.497392	0.993678926729211	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_medium_LDL	Cholesterol in medium low-density lipoprotein	null	285	29.725672988837	55.5691066039686	0.0709667919190063	0.00498241	0.100759	0.2256	0.387396	0.49897	0.994204606662374	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_medium_VLDL	Cholesterol in medium very-low-density lipoprotein	null	277	29.9784206268447	56.6867647314268	0.0726626810095416	0.00792158	0.0817765	0.215666	0.364071	0.494467	0.994446407478867	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_small_HDL	Cholesterol in small high-density lipoprotein	nominal	257	29.7329264022435	54.2515910575864	0.0557570353306256	0.0108678	0.145238	0.247029	0.388154	0.498624	0.992899855036874	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_small_LDL	Cholesterol in small low-density lipoprotein	null	282	29.7335194005518	57.8554708971844	0.0711993305272882	0.00498781	0.09217135	0.225957	0.37278075	0.498506	0.994320849623331	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_small_VLDL	Cholesterol in small very-low-density lipoprotein	null	327	29.8184898784188	56.471369325689	0.0808954542827055	0.00792158	0.1045985	0.232374	0.3775225	0.496837	0.994286870408611	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_very_large_HDL	Cholesterol in very large high-density lipoprotein	bonferroni_hit	455	29.7168760049588	53.6705649050863	0.0866232024666724	0.0079341	0.118065	0.272192	0.393335	0.499831	0.993892769109754	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_very_large_VLDL	Cholesterol in very large very-low-density lipoprotein	null	367	29.894092795192	55.4146705779581	0.0807407793351701	0.00547602	0.110384	0.257226	0.396617	0.499321	0.993758116899471	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_in_very_small_VLDL	Cholesterol in very small very-low-density lipoprotein	null	271	29.7556830206738	60.3766293603612	0.0751603032230807	0.00792158	0.1196515	0.244917	0.376829	0.495765	0.995157588384794	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_IDL	Cholesterol/total lipids ratio in intermediate-density lipoprotein	nominal	330	29.72289972337	59.0965432458605	0.0900532531146514	0.00276596	0.094972225	0.2361895	0.36107575	0.496489	0.994823635246378	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	Cholesterol/total lipids ratio in chylomicrons and extremely large very-low-density lipoprotein	null	152	29.8118229743967	48.7434233598331	0.0376038511987231	0.00477848	0.107386	0.2511515	0.36801375	0.499937	0.993591591003226	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_large_HDL	Cholesterol/total lipids ratio in large high-density lipoprotein	bonferroni_hit	450	29.7270699328688	54.9248090662604	0.085810425956524	0.00553192	0.12308525	0.2789895	0.38742125	0.499831	0.993191800530844	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_large_LDL	Cholesterol/total lipids ratio in large low-density lipoprotein	fdr_only	280	29.8254576472237	54.4191400462767	0.065940789911626	0.00276596	0.10153975	0.242807	0.38498625	0.498463	0.993741758247749	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_large_VLDL	Cholesterol/total lipids ratio in large very-low-density lipoprotein	fdr_only	254	29.9138326095421	53.1058413592108	0.0603629502451346	0.00397831	0.1061185	0.226387	0.34933825	0.495215	0.993699741033787	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_medium_HDL	Cholesterol/total lipids ratio in medium high-density lipoprotein	nominal	415	29.7516697663116	56.2187054953134	0.0878303859203525	0.00553192	0.1251095	0.270788	0.388314	0.499321	0.993694586499482	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_medium_LDL	Cholesterol/total lipids ratio in medium low-density lipoprotein	null	147	29.8350681939562	59.4361974359469	0.0405801839976581	0.00397831	0.1064735	0.254325	0.376403	0.494717	0.994063051941013	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_medium_VLDL	Cholesterol/total lipids ratio in medium very-low-density lipoprotein	bonferroni_hit	372	29.7594829207276	57.3123360504728	0.080531245818448	0.00910306	0.12145925	0.2757725	0.391111	0.499831	0.993698446793546	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_small_HDL	Cholesterol/total lipids ratio in small high-density lipoprotein	null	267	29.7689939273551	60.4581180694819	0.0742566646733368	0.00547602	0.08562305	0.23252	0.3864705	0.495516	0.994641067431836	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_small_LDL	Cholesterol/total lipids ratio in small low-density lipoprotein	null	178	29.8128284081678	52.1276553880953	0.0416134095109028	0.00397831	0.108968	0.237144	0.37673175	0.498465	0.993225609394876	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_small_VLDL	Cholesterol/total lipids ratio in small very-low-density lipoprotein	fdr_only	297	29.7987701476683	60.4604788550853	0.0831456642399985	0.00276596	0.0845124	0.24038	0.376514	0.495394	0.994778050316594	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_very_large_HDL	Cholesterol/total lipids ratio in very large high-density lipoprotein	null	189	29.7515478452622	63.7284602518904	0.0548073436041374	0.00394911	0.105657	0.21619	0.350863	0.493041	0.995274668625383	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	Cholesterol/total lipids ratio in very large very-low-density lipoprotein	bonferroni_hit	316	29.8142693164267	49.7744496477893	0.0669185272469036	0.00910306	0.12470725	0.263448	0.3684285	0.496031	0.993221130345553	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesterol_to_total_lipids_ratio_in_very_small_VLDL	Cholesterol/total lipids ratio in very small very-low-density lipoprotein	fdr_only	389	29.8446609510507	57.5288107815961	0.0925486362556557	0.00276596	0.101509	0.237557	0.375924	0.499831	0.99431472015448	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_LDL	Cholesteryl esters in low-density lipoprotein	null	287	29.7366865144747	55.3435917905131	0.069516450385703	0.00498781	0.0953389	0.227649	0.3726175	0.498506	0.994072636956426	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_VLDL	Cholesteryl esters in very-low-density lipoprotein	null	309	29.7332698897209	58.1458674814982	0.0803730751268999	0.00792158	0.105716	0.219291	0.368898	0.496837	0.99449816799853	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_chylomicrons_and_extremely_large_VLDL	Cholesteryl esters in chylomicrons and extremely large very-low-density lipoprotein	fdr_only	349	29.8675924813096	54.3971396954416	0.0820312011357291	0.00547602	0.104092	0.275592	0.393115	0.499321	0.994086705018786	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_large_HDL	Cholesteryl esters in large high-density lipoprotein	fdr_only	498	29.7470981444191	55.8340316460303	0.0861924421999227	0.0079341	0.122435	0.2765075	0.39560525	0.49904	0.993677270991766	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_large_LDL	Cholesteryl esters in large low-density lipoprotein	null	267	29.7348046778889	59.6765361784268	0.0691050215068808	0.00498781	0.08329255	0.215728	0.3608305	0.498534	0.994476301278667	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_large_VLDL	Cholesteryl esters in large very-low-density lipoprotein	null	347	29.737675511239	60.2210175513171	0.0791681188253139	0.00547602	0.0998174	0.251345	0.388701	0.499321	0.993882772680828	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_medium_HDL	Cholesteryl esters in medium high-density lipoprotein	null	397	29.7360534811778	53.4234269478636	0.0781549798055657	0.00830289	0.154362	0.279195	0.396034	0.49904	0.993602790048341	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_medium_LDL	Cholesteryl esters in medium low-density lipoprotein	null	300	29.7388454938675	54.7463423401745	0.0751213697579395	0.00870423	0.10570125	0.2366505	0.39161225	0.498506	0.994241029772962	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_medium_VLDL	Cholesteryl esters in medium very-low-density lipoprotein	null	249	29.9669047016746	58.7356618685418	0.0645119463009565	0.00741011	0.079331	0.222529	0.35796	0.498534	0.994366999882666	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_small_HDL	Cholesteryl esters in small high-density lipoprotein	null	247	29.7527785378321	54.1256091681876	0.0532208690381395	0.00397831	0.1316775	0.246977	0.3878095	0.497179	0.992824279401698	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_small_LDL	Cholesteryl esters in small low-density lipoprotein	null	302	29.7700634244614	57.1577728895629	0.0755586015285243	0.00217964	0.08166765	0.2222255	0.37344075	0.49897	0.994259435395197	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_small_VLDL	Cholesteryl esters in small very-low-density lipoprotein	null	327	29.8569519878968	60.3671778616362	0.0834649048199422	0.00738925	0.108444	0.238959	0.3752875	0.499321	0.994485955734281	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_very_large_HDL	Cholesteryl esters in very large high-density lipoprotein	fdr_only	473	29.7261744260596	55.389381703036	0.0868188878847933	0.0079341	0.119874	0.271544	0.391058	0.499831	0.99379231327943	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_very_large_VLDL	Cholesteryl esters in very large very-low-density lipoprotein	null	352	29.8552382187344	57.8832646820128	0.076853577651202	0.00547602	0.1032045	0.2605655	0.396691	0.499321	0.993671614541134	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_in_very_small_VLDL	Cholesteryl esters in very small very-low-density lipoprotein	null	267	29.758419661382	58.0671626229982	0.0739631299242717	0.00792158	0.111295	0.241082	0.376509	0.494102	0.995164919657987	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	Cholesteryl esters/total lipids ratio in chylomicrons and extremely large very-low-density lipoprotein	null	140	30.1665489313016	52.1169067511216	0.0376990298295937	0.00211098	0.074229175	0.2130195	0.34495525	0.499937	0.994091494791756	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_large_HDL	Cholesteryl esters/total lipids ratio in large high-density lipoprotein	fdr_only	415	29.923220403068	54.1310358044188	0.0794945093248535	0.00553192	0.131937	0.281685	0.391079	0.499831	0.992960009926989	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_large_LDL	Cholesteryl esters/total lipids ratio in large low-density lipoprotein	null	184	29.7327565153034	51.8161179297795	0.0495457754452178	0.00934999999999997	0.07248965	0.22013	0.37465625	0.491159	0.994235264142623	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_large_VLDL	Cholesteryl esters/total lipids ratio in large very-low-density lipoprotein	fdr_only	296	29.7999351516293	50.6617758649101	0.0679045483488887	0.00397831	0.10215975	0.2433845	0.3671375	0.498689	0.993747061329757	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_medium_HDL	Cholesteryl esters/total lipids ratio in medium high-density lipoprotein	null	374	29.7619790952267	56.4002074002443	0.0846447758165542	0.00547602	0.1240505	0.2673845	0.39302125	0.499321	0.99382134456035	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_medium_LDL	Cholesteryl esters/total lipids ratio in medium low-density lipoprotein	null	228	29.7313126860665	53.4357246926049	0.056338152893909	0.00547602	0.090889825	0.251121	0.3847755	0.498595	0.993976430233592	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL	Cholesteryl esters/total lipids ratio in medium very-low-density lipoprotein	bonferroni_hit	385	29.7696134312288	55.6215133112068	0.0805416355802212	0.00553192	0.126347	0.277718	0.39151	0.499831	0.993524012370895	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_small_HDL	Cholesteryl esters/total lipids ratio in small high-density lipoprotein	null	239	29.775274046254	65.2246515306781	0.0655850492421575	0.00464248	0.0960978	0.254834	0.388339	0.499103	0.994633337096801	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_small_LDL	Cholesteryl esters/total lipids ratio in small low-density lipoprotein	null	246	29.7275474675188	56.6131781826869	0.0687263377225796	0.00547602	0.093270925	0.2248975	0.383941	0.499992	0.994571070280602	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_small_VLDL	Cholesteryl esters/total lipids ratio in small very-low-density lipoprotein	nominal	264	29.8696416903723	57.5096378097309	0.0730414084282926	0.00999835	0.072072275	0.221124	0.3483745	0.495394	0.994579148220855	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_very_large_HDL	Cholesteryl esters/total lipids ratio in very large high-density lipoprotein	null	202	29.7375346850741	50.338515592061	0.0534772482615287	0.00792158	0.083582425	0.249223	0.38224525	0.494294	0.994144379058755	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_very_large_VLDL	Cholesteryl esters/total lipids ratio in very large very-low-density lipoprotein	fdr_only	319	29.8898343914876	51.3368543913584	0.067493812893503	0.00910306	0.121389	0.259828	0.3742925	0.499575	0.99321402184923	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	Cholesteryl esters/total lipids ratio in very small very-low-density lipoprotein	bonferroni_hit	399	29.7708724390397	55.4158249216623	0.0921834859889755	0.00276596	0.104559	0.24806	0.375217	0.499831	0.994221928735371	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Cholines	Cholines	null	296	29.7329634971256	55.6124116401045	0.0676657821633626	0.00904465	0.09867495	0.233963	0.38472675	0.496095	0.994213517304205	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Citrate	Citrate	null	217	29.724277464212	51.3981747620361	0.044546477885686	0.00823614	0.134111	0.28178	0.401394	0.490612	0.992658859382629	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Clinical_LDL_C	Clinical low-density lipoprotein cholesterol	null	255	30.0118475967996	56.4477108029895	0.0694619907452149	0.00479934	0.08211275	0.219309	0.35641	0.493327	0.99474011792985	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_IDL_particles	Intermediate-density lipoprotein particle concentration	null	235	29.8116662391349	65.9988718687104	0.0712202137595174	0.00666668	0.07971145	0.222529	0.36807	0.493327	0.995344245989376	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_LDL_particles	Low-density lipoprotein particle concentration	null	290	29.8150988771034	59.7431792401578	0.0754610376065322	0.00498781	0.081944625	0.2033635	0.355993	0.49897	0.994535550463336	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_VLDL_particles	Very-low-density lipoprotein particle concentration	null	336	29.7170489817722	61.3770975788761	0.0824341575922527	0.00547602	0.10516075	0.242453	0.390392	0.499321	0.994309764407072	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_chylomicrons_and_extremely_large_VLDL_particles	Chylomicrons and extremely large very-low-density lipoprotein particle concentration	nominal	335	29.7607466901081	54.7506638626082	0.0737398820096826	0.00547602	0.111572	0.255164	0.3851	0.499321	0.993622654932554	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_large_HDL_particles	Large high-density lipoprotein particle concentration	fdr_only	487	29.7250661809692	55.8466254283295	0.0820778358576053	0.0079341	0.120937	0.271544	0.3855505	0.499035	0.99361699789898	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_large_LDL_particles	Large low-density lipoprotein particle concentration	null	280	29.8070100437699	58.0150693249285	0.0739048373914672	0.00498781	0.096465125	0.2183755	0.36122375	0.49897	0.994618029494228	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_large_VLDL_particles	Large very-low-density lipoprotein particle concentration	null	380	29.7344070881492	53.9261337100316	0.0805117452859831	0.00547602	0.12232025	0.2698105	0.39702475	0.499321	0.993565181634108	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_medium_HDL_particles	Medium high-density lipoprotein particle concentration	null	360	29.7291564034953	54.5196014853885	0.0709738781628069	0.00394911	0.13028475	0.27018	0.3930705	0.499679	0.993615156489587	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_medium_LDL_particles	Medium low-density lipoprotein particle concentration	null	279	29.8084112118996	57.1281590419571	0.0729550562947934	0.00870423	0.0874795	0.221922	0.3733055	0.498506	0.994453530098384	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_medium_VLDL_particles	Medium very-low-density lipoprotein particle concentration	null	309	29.9265876886565	61.6334917003151	0.0727574436811553	0.00547602	0.0934094	0.22365	0.386109	0.498506	0.993998869345438	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_small_HDL_particles	Small high-density lipoprotein particle concentration	null	271	29.779166978233	54.6021185332801	0.0565695805221623	0.011154	0.1421775	0.269017	0.393014	0.498624	0.992631511777405	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_small_LDL_particles	Small low-density lipoprotein particle concentration	null	304	29.7709670315324	57.6381684105609	0.0739547793027505	0.00666668	0.101120675	0.223291	0.38883825	0.498506	0.994125601172042	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_small_VLDL_particles	Small very-low-density lipoprotein particle concentration	null	372	29.7239335732865	61.1504713733608	0.0871173164689407	0.00547602	0.099384225	0.2450695	0.38503025	0.499321	0.994133108587011	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_very_large_HDL_particles	Very large high-density lipoprotein particle concentration	fdr_only	414	29.7206365728365	54.8143981262653	0.0761914366886594	0.00464248	0.11974175	0.261338	0.39147825	0.499831	0.993674371797788	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_very_large_VLDL_particles	Very large very-low-density lipoprotein particle concentration	nominal	392	29.7351410051492	53.004630521434	0.0828984626889986	0.00547602	0.13010525	0.286001	0.39588275	0.499321	0.993596524769102	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Concentration_of_very_small_VLDL_particles	Very small very-low-density lipoprotein particle concentration	null	294	29.8652589562648	64.0266608712347	0.0767524390744035	0.00464248	0.106379	0.2321935	0.36642775	0.49737	0.99476159584142	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
