trait_id	trait_display	screen_level	n_iv	min_f	median_f	cumulative_r2_approx	maf_min	maf_q25	maf_median	maf_q75	maf_max	i2gx	nome_i2gx_ge_0_90	ld_panel_missing_n	ld_panel_eligible_n	ld_panel_missing_fraction	ld_panel_missingness_note
Phospholipids_to_total_lipids_ratio_in_IDL	Phospholipids/total lipids ratio in intermediate-density lipoprotein	null	150	29.9301968026507	54.4437110920277	0.0443992281011563	0.00792158	0.090945025	0.206927	0.3494615	0.493166	0.994523761850996	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	Phospholipids/total lipids ratio in chylomicrons and extremely large very-low-density lipoprotein	null	126	30.268034471992	57.576527698304	0.0432968745977634	0.00837381	0.12537525	0.22226	0.36547975	0.497432	0.995395585157849	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_large_HDL	Phospholipids/total lipids ratio in large high-density lipoprotein	fdr_only	395	29.7622272225751	52.0624275239961	0.072907364253797	0.00904465	0.1417075	0.268785	0.388838	0.499831	0.992349992654279	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_large_LDL	Phospholipids/total lipids ratio in large low-density lipoprotein	null	203	29.9227246637465	54.1419709811666	0.0509014352878079	0.00725825	0.09369935	0.233728	0.3664875	0.493463	0.993926825838724	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_large_VLDL	Phospholipids/total lipids ratio in large very-low-density lipoprotein	fdr_only	346	29.757194369718	56.9053306889679	0.0808235894177928	0.00394911	0.122773	0.2377755	0.379973	0.499321	0.994002175047272	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_medium_HDL	Phospholipids/total lipids ratio in medium high-density lipoprotein	fdr_only	421	29.7325738166336	54.1551253684519	0.0779046099531254	0.0079341	0.148241	0.279889	0.390523	0.499831	0.992710195674169	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_medium_LDL	Phospholipids/total lipids ratio in medium low-density lipoprotein	null	154	30.1749239208907	59.2959509105315	0.0474412120071312	0.0062812	0.07820415	0.2314245	0.3560425	0.493495	0.994786403040392	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_medium_VLDL	Phospholipids/total lipids ratio in medium very-low-density lipoprotein	fdr_only	308	29.8277672413167	54.7764313358008	0.0759899520975483	0.00999835	0.107491	0.262269	0.37720675	0.499575	0.994304371958585	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_small_HDL	Phospholipids/total lipids ratio in small high-density lipoprotein	null	248	29.7401978063695	60.1836880072223	0.0648176079660316	0.00272925	0.06408855	0.2227955	0.3562735	0.4987	0.994553448255045	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_small_LDL	Phospholipids/total lipids ratio in small low-density lipoprotein	nominal	273	29.7239161250036	50.7073459819616	0.072386708347247	0.00547602	0.112761	0.240303	0.384322	0.499992	0.99434009675091	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_small_VLDL	Phospholipids/total lipids ratio in small very-low-density lipoprotein	fdr_only	342	29.7838587077341	56.2352674945044	0.0854786338842147	0.00479934	0.113477	0.2677785	0.381334	0.495418	0.994395100195636	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_very_large_HDL	Phospholipids/total lipids ratio in very large high-density lipoprotein	nominal	329	29.8130114833053	53.6328123478811	0.0602077607603756	0.00789572	0.116201	0.251149	0.372016	0.497529	0.993333989132282	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_very_large_VLDL	Phospholipids/total lipids ratio in very large very-low-density lipoprotein	null	213	29.8308797623286	55.425296144713	0.0528804110429187	0.00999584	0.115057	0.224826	0.356405	0.498405	0.993763558378609	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Phospholipids_to_total_lipids_ratio_in_very_small_VLDL	Phospholipids/total lipids ratio in very small very-low-density lipoprotein	nominal	294	29.7426401045188	54.5799525154694	0.067350306725095	0.00790656	0.11355825	0.229969	0.38026875	0.499401	0.993487215187911	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Polyunsaturated_fatty_acids	Polyunsaturated fatty acids	null	308	29.7962893127257	58.1898501420967	0.0767199101715089	0.00394911	0.10570125	0.2280645	0.3894475	0.498544	0.994489035164884	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Pyruvate	Pyruvate	null	102	30.3361257068306	57.0242516411391	0.0237247520132311	0.00681353	0.089550525	0.2304355	0.3809165	0.499463	0.992997205857263	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_linoleic_acid_to_total_fatty_acids	Linoleic acid/total fatty acids ratio	null	265	29.839254358611	48.0749717443511	0.0463664743241442	0.00999835	0.159002	0.263887	0.37862	0.498967	0.991440969200396	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	Monounsaturated fatty acids/total fatty acids ratio	bonferroni_hit	387	29.7200769334343	49.9764790388208	0.0791342141702192	0.00547602	0.131547	0.272114	0.386902	0.499321	0.993222298871461	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_omega3_fatty_acids_to_total_fatty_acids	Omega-3 fatty acids/total fatty acids ratio	fdr_only	203	29.7514790496722	44.9168480090489	0.0476002429811124	0.0103738	0.155219	0.260954	0.3806005	0.496582	0.993917221601773	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_omega6_fatty_acids_to_omega3_fatty_acids	Omega-6 fatty acids/omega-3 fatty acids ratio	null	211	29.7912459650342	49.5151865003896	0.0529140052025048	0.00756199999999996	0.1275105	0.262722	0.374799	0.498384	0.994467518888427	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_omega6_fatty_acids_to_total_fatty_acids	Omega-6 fatty acids/total fatty acids ratio	fdr_only	292	29.7706544610247	52.5918775292859	0.0599681415463867	0.00792158	0.1268525	0.28973	0.3937465	0.499321	0.992888961157804	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids	Polyunsaturated fatty acids/monounsaturated fatty acids ratio	bonferroni_hit	361	29.803468639656	49.1121762403044	0.0745351112593895	0.00547602	0.146755	0.284161	0.390883	0.499321	0.993142461165906	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	Polyunsaturated fatty acids/total fatty acids ratio	bonferroni_hit	304	29.7583847471569	45.9626080614028	0.0576426052179507	0.00792158	0.14662125	0.275995	0.39297475	0.499321	0.992100958895172	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_saturated_fatty_acids_to_total_fatty_acids	Saturated fatty acids/total fatty acids ratio	null	122	29.8314274558391	44.4876017354404	0.0205770636914926	0.0173551	0.145874	0.273702	0.3717005	0.495403	0.989887812256972	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Ratio_of_triglycerides_to_phosphoglycerides	Triglycerides/phosphoglycerides ratio	fdr_only	415	29.7479603720514	57.9443703295514	0.0827499520348976	0.00547602	0.1259065	0.27769	0.392299	0.499321	0.993602670511473	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Remnant_cholesterol_nonHDL_nonLDL_cholesterol	Remnant cholesterol (non-high-density lipoprotein, non-low-density lipoprotein cholesterol)	null	269	29.8517025031905	60.8309451623007	0.0749274709165493	0.00666668	0.0817765	0.216534	0.368525	0.496837	0.994892536880749	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Saturated_fatty_acids	Saturated fatty acids	null	283	29.7381474790301	54.9170068403208	0.0663125666153768	0.00547602	0.103586	0.251701	0.3969005	0.494841	0.993748608062994	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Sphingomyelins	Sphingomyelins	null	306	29.7196256512254	56.63573830297	0.0744966181913735	0.00394911	0.094319725	0.2163155	0.37368675	0.49618	0.994689100592426	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_cholesterol	Total cholesterol	nominal	286	29.7278990345584	59.3893464897568	0.0723394547923354	0.00666668	0.0984138	0.2263105	0.36880475	0.498534	0.99454530089702	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_cholesterol_minus_HDLC	Total cholesterol minus high-density lipoprotein cholesterol	null	276	29.8427794357903	56.8990409980013	0.0707338923097263	0.00498781	0.0814555	0.2108165	0.36122375	0.498534	0.994450557958252	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_concentration_of_branchedchain_amino_acids_leucine_isoleucine_valine	Total branched-chain amino acids (leucine, isoleucine, and valine)	null	176	29.7337261013056	44.3401768748974	0.0226976218826563	0.0110296	0.140803	0.273707	0.406084	0.496837	0.988292947298396	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_concentration_of_lipoprotein_particles	Total concentration of lipoprotein particles	null	319	29.8196174357395	56.0888604820652	0.0644173185804824	0.00904465	0.1581265	0.259008	0.3848775	0.494165	0.993330489269719	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_esterified_cholesterol	Total esterified cholesterol	null	299	29.7376991183274	58.1661454668492	0.0721977148650062	0.00666668	0.09787585	0.222529	0.3687115	0.498534	0.99430721763845	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_fatty_acids	Total fatty acids	null	310	29.7934729894617	56.8200073489707	0.0758309240806672	0.00547602	0.095868525	0.2379875	0.38951025	0.497941	0.994137112454077	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_free_cholesterol	Total free cholesterol	nominal	274	29.7505595017965	60.8589835178285	0.0705088898260086	0.00666668	0.094798025	0.219076	0.3730885	0.498534	0.994612771238943	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_IDL	Total lipids in intermediate-density lipoprotein	null	276	29.8911746955716	59.749374782001	0.0729124519519323	0.00394911	0.096474475	0.2192205	0.35820275	0.494547	0.994886393799339	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_LDL	Total lipids in low-density lipoprotein	null	283	29.7276614885648	55.1051836563919	0.0706395311380662	0.00498781	0.0953389	0.229397	0.3688095	0.498506	0.994272764992506	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_VLDL	Total lipids in very-low-density lipoprotein	null	367	29.7793619825754	55.1444208785124	0.0789535296028909	0.00547602	0.09512325	0.264705	0.398079	0.499321	0.993519509590288	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_chylomicrons_and_extremely_large_VLDL	Total lipids in chylomicrons and extremely large very-low-density lipoprotein	fdr_only	319	29.7310952582634	55.4041231529071	0.0736192181212536	0.00547602	0.1055125	0.264152	0.385627	0.499321	0.993858426319149	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_large_HDL	Total lipids in large high-density lipoprotein	fdr_only	466	29.7704246076503	56.6470302135015	0.0802806138305263	0.0079341	0.12810775	0.2727915	0.385252	0.499035	0.993735305367411	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_large_LDL	Total lipids in large low-density lipoprotein	null	267	29.8836164622588	60.4280949517067	0.0704463036925419	0.00498781	0.08211275	0.216534	0.355383	0.498534	0.994617790986964	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_large_VLDL	Total lipids in large very-low-density lipoprotein	null	366	29.7253436075529	54.2936802003114	0.0780111515539336	0.00547602	0.12531725	0.2698105	0.39945525	0.499321	0.993556932595425	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_lipoprotein_particles	Total lipids in lipoprotein particles	null	279	29.8920612785797	60.3364921050097	0.0714246806605357	0.00272925	0.0921407	0.233812	0.387953	0.498506	0.994481430674085	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_medium_HDL	Total lipids in medium high-density lipoprotein	null	334	29.777094564889	56.6353140360311	0.0691630014476247	0.00394911	0.12946825	0.2691885	0.387194	0.494743	0.993784187191013	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_medium_LDL	Total lipids in medium low-density lipoprotein	null	301	29.7624939773132	55.3117601959243	0.0734715033798246	0.00498241	0.103495	0.230896	0.37986	0.49897	0.994127717975625	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_medium_VLDL	Total lipids in medium very-low-density lipoprotein	null	331	30.070494967224	59.7405933895048	0.0743882431772058	0.00547602	0.1086805	0.247958	0.396617	0.499321	0.993684816000102	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_small_HDL	Total lipids in small high-density lipoprotein	nominal	281	29.9504810130193	52.9447078259063	0.0590717535094428	0.011154	0.129269	0.248237	0.394172	0.49772	0.992707072330157	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_small_LDL	Total lipids in small low-density lipoprotein	null	300	29.7840310598671	56.5507872349807	0.0744181227609501	0.00498781	0.096465125	0.2302205	0.37533925	0.498506	0.994293455490174	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_small_VLDL	Total lipids in small very-low-density lipoprotein	null	361	29.7478188543067	60.1648040384084	0.084184423505	0.00547602	0.109642	0.246579	0.385055	0.499321	0.99407333418987	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_very_large_HDL	Total lipids in very large high-density lipoprotein	fdr_only	415	29.7585560572749	55.440877565904	0.0809919632732646	0.00397831	0.1212225	0.265134	0.392827	0.499831	0.994071835176394	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_very_large_VLDL	Total lipids in very large very-low-density lipoprotein	nominal	378	29.842074640297	54.962104953528	0.082261532602314	0.00547602	0.113954	0.2627335	0.3913535	0.499321	0.993747600595186	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_lipids_in_very_small_VLDL	Total lipids in very small very-low-density lipoprotein	null	293	29.7743120864411	62.8825994797977	0.0803279598613874	0.00464248	0.0946084	0.223862	0.371594	0.49737	0.995002321565974	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_phospholipids_in_lipoprotein_particles	Total phospholipids in lipoprotein particles	null	294	29.8745905870693	56.9415248471282	0.0681899621824037	0.00394911	0.10038725	0.2231955	0.387642	0.498544	0.99416068921832	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Total_triglycerides	Total triglycerides	fdr_only	368	29.7537890534612	55.538795350044	0.0824018800637026	0.00547602	0.1032045	0.257109	0.38660775	0.499321	0.993788773021168	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_IDL	Triglycerides in intermediate-density lipoprotein	null	329	29.7643532655431	59.9741895166617	0.082946879664616	0.00394911	0.110209	0.238916	0.377085	0.499321	0.994630052731343	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_LDL	Triglycerides in low-density lipoprotein	nominal	343	29.8322010985173	57.4716352610778	0.0816708120243291	0.00394911	0.124168	0.258557	0.3921125	0.499321	0.994231382342819	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_VLDL	Triglycerides in very-low-density lipoprotein	fdr_only	372	29.7879164867396	56.103201976493	0.0826478244406204	0.00547602	0.10702125	0.2550025	0.39115725	0.499321	0.99378497572331	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_chylomicrons_and_extremely_large_VLDL	Triglycerides in chylomicrons and extremely large very-low-density lipoprotein	nominal	290	29.7181614045845	53.584876242551	0.0680764921239235	0.00547602	0.09523855	0.26451	0.39131775	0.499321	0.993861307190123	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_large_HDL	Triglycerides in large high-density lipoprotein	null	218	29.7465559126166	60.4504381940729	0.0680694250980677	0.00743597	0.08822385	0.224773	0.371627	0.495282	0.995670841691839	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_large_LDL	Triglycerides in large low-density lipoprotein	null	328	29.8051373019317	57.2443558611597	0.0759673417830087	0.00464248	0.123208	0.2497265	0.38496575	0.498967	0.994108070545939	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_large_VLDL	Triglycerides in large very-low-density lipoprotein	nominal	356	29.8989614011415	55.1898071602939	0.0778174941676868	0.00547602	0.1084685	0.25903	0.392013	0.499321	0.993659509409316	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_medium_HDL	Triglycerides in medium high-density lipoprotein	nominal	297	29.7207319953708	55.9269125858775	0.0849570773032891	0.00547602	0.0848687	0.228292	0.383706	0.496837	0.994905389641782	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_medium_LDL	Triglycerides in medium low-density lipoprotein	nominal	366	29.8953379992904	57.0273158101035	0.0828769287237474	0.00547602	0.123168	0.271298	0.39315625	0.499321	0.993950435956751	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_medium_VLDL	Triglycerides in medium very-low-density lipoprotein	nominal	362	29.8246906345234	56.1966706926608	0.0794909274080962	0.00547602	0.120084	0.269381	0.39782225	0.499388	0.993623756117485	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_small_HDL	Triglycerides in small high-density lipoprotein	fdr_only	407	29.7667153093444	54.2573558945521	0.0955072635278273	0.00547602	0.112967	0.252904	0.3815965	0.499388	0.994174177949426	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_small_LDL	Triglycerides in small low-density lipoprotein	fdr_only	358	29.771914096894	55.2536592035983	0.0857004735069604	0.00547602	0.102378	0.268235	0.3966215	0.499321	0.994195392731316	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_small_VLDL	Triglycerides in small very-low-density lipoprotein	fdr_only	377	29.7935835043672	54.8080825761259	0.0893674846631026	0.00547602	0.11123	0.267496	0.395498	0.499463	0.994193588472877	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_very_large_HDL	Triglycerides in very large high-density lipoprotein	null	274	29.9867264305903	59.8549232327088	0.0769912922023436	0.00394911	0.097937175	0.2321815	0.384906	0.496726	0.994982734044324	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_very_large_VLDL	Triglycerides in very large very-low-density lipoprotein	fdr_only	379	29.7715529852008	55.1432955088158	0.0817042552752438	0.00547602	0.11923	0.28134	0.396217	0.499321	0.99368223185777	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_in_very_small_VLDL	Triglycerides in very small very-low-density lipoprotein	nominal	365	29.8501934810674	61.8337926766597	0.088662177517323	0.00464248	0.10515	0.249604	0.391058	0.499321	0.994372404006907	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_IDL	Triglycerides/total lipids ratio in intermediate-density lipoprotein	fdr_only	376	29.9677721116286	56.552409557297	0.0930921791012876	0.00479934	0.107482	0.231418	0.366693	0.497907	0.994434791182658	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	Triglycerides/total lipids ratio in chylomicrons and extremely large very-low-density lipoprotein	null	120	29.8441507608386	48.7915121207245	0.0296365478507229	0.0170956	0.108066	0.259316	0.3881	0.493678	0.993494715878447	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_large_HDL	Triglycerides/total lipids ratio in large high-density lipoprotein	fdr_only	399	29.9157012262595	54.0641023326408	0.0916795531142645	0.00553192	0.118434	0.239765	0.3850315	0.499321	0.994339388961847	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_large_LDL	Triglycerides/total lipids ratio in large low-density lipoprotein	fdr_only	320	29.7626454416067	57.4218039677239	0.0769316624214422	0.00276596	0.10913725	0.2487175	0.360413	0.495111	0.994033417130092	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_large_VLDL	Triglycerides/total lipids ratio in large very-low-density lipoprotein	null	235	29.722154663603	51.5971203604106	0.0579371849954179	0.00397831	0.118935	0.225012	0.3597665	0.493923	0.993773395577427	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_medium_HDL	Triglycerides/total lipids ratio in medium high-density lipoprotein	null	393	29.7624610753116	57.9023745292178	0.093029650198718	0.00553192	0.101793	0.252159	0.382273	0.499321	0.994306526831785	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_medium_LDL	Triglycerides/total lipids ratio in medium low-density lipoprotein	nominal	273	29.7797025020389	56.6053351337945	0.0749477762852332	0.00464248	0.0862938	0.233147	0.35796	0.497907	0.994713770679227	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_medium_VLDL	Triglycerides/total lipids ratio in medium very-low-density lipoprotein	fdr_only	358	29.7383195265442	57.1362643352642	0.0801334402398607	0.00910306	0.131796	0.2719705	0.38184675	0.499831	0.99387615568994	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_small_HDL	Triglycerides/total lipids ratio in small high-density lipoprotein	nominal	412	29.8149773829886	59.657940412091	0.0947290716079517	0.00547602	0.1084685	0.2535295	0.38656425	0.499321	0.994285062131882	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_small_LDL	Triglycerides/total lipids ratio in small low-density lipoprotein	fdr_only	323	29.7458173887985	55.7518256696939	0.0857578899055438	0.00276596	0.0855638	0.23734	0.3740915	0.497907	0.994665633906677	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_small_VLDL	Triglycerides/total lipids ratio in small very-low-density lipoprotein	nominal	307	29.7257078770315	59.7248662490636	0.080561687011413	0.00276596	0.106013	0.262982	0.376479	0.495418	0.994501354830476	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_very_large_HDL	Triglycerides/total lipids ratio in very large high-density lipoprotein	bonferroni_hit	416	29.729739518904	54.4496265928186	0.0863715277540804	0.00547602	0.1308515	0.272153	0.39415075	0.499831	0.993761319915755	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_very_large_VLDL	Triglycerides/total lipids ratio in very large very-low-density lipoprotein	fdr_only	267	29.7613629099949	54.318563868614	0.0657969815792449	0.00742012	0.106554	0.23815	0.3671865	0.498595	0.994002752891618	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL	Triglycerides/total lipids ratio in very small very-low-density lipoprotein	bonferroni_hit	384	29.7472877573412	57.3269109893039	0.0924250947325779	0.00479934	0.110602	0.2605415	0.374982	0.499388	0.994341942314069	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
Tyrosine	Tyrosine	null	186	29.7990312356154	50.4118201128345	0.033381096696764	0.00861328	0.12941	0.25169	0.36947475	0.499785	0.991190095323079	TRUE	NA	NA	NA	Selection-stage LD-panel denominator was not supplied; final-IV files alone cannot reconstruct missingness
