locus_key	trait	trait_ov_n_iv	trait_ov_ivw_b	official_forward_ivw_b	official_reverse_main_ivw_b	official_reverse_noukbb_ivw_b	hotspot_gene	n_region_iv	region_ivw_b	region_ivw_se	region_ivw_ci_lo	region_ivw_ci_hi	region_ivw_p	region_weight_share	loo_n_iv	loo_ivw_b	loo_ivw_se	loo_ivw_ci_lo	loo_ivw_ci_hi	loo_ivw_p	n_hotspot_iv_trait	n_iv_after_hotspot_removal	hotspot_removed_ivw_b	hotspot_removed_ivw_se	hotspot_removed_ivw_ci_lo	hotspot_removed_ivw_ci_hi	hotspot_removed_ivw_p	n_reverse_shared_iv	reverse_main_loo_n_iv	reverse_main_loo_b	reverse_main_loo_se	reverse_main_loo_ci_lo	reverse_main_loo_ci_hi	reverse_main_loo_p	reverse_noukbb_loo_n_iv	reverse_noukbb_loo_b	reverse_noukbb_loo_se	reverse_noukbb_loo_ci_lo	reverse_noukbb_loo_ci_hi	reverse_noukbb_loo_p	region_dir	loo_dir_consistent	hotspot_removed_dir_consistent	reverse_main_loo_dir_consistent	reverse_noukbb_loo_dir_consistent	locus	abf_class	failure_reason	is_mhc	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb	complex_disposition	complex_locus	evidence_tier	mechanism_eligible	downgrade_reason	allowed_statement
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus224	Cholesterol_to_total_lipids_ratio_in_large_HDL	387	-0.0491492334227874	-0.0491492334227874	-0.121499307108538	-0.116772214792982	""	2	-0.971444651041805	0.210849287881699	-1.38470166145585	-0.558187640627758	4.07943092852929e-06	0.00116595537880129	385	-0.0480726228398707	0.00720387942854645	-0.0621919670687908	-0.0339532786109507	2.50357260273613e-11	5	382	-0.0476307916992823	0.00767830696283214	-0.0626799968086765	-0.0325815865898882	5.5293578117791e-10	0	198	-0.118874285743155	0.00604161487461484	-0.130715633305861	-0.107032938180448	3.468763504686e-86	147	-0.111632103418954	0.00646569068170266	-0.124304624290267	-0.0989595825476405	8.58532512994281e-67	consistent	TRUE	TRUE	TRUE	TRUE	locus224	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	387	-0.0491492334227874	-0.0491492334227874	-0.121499307108538	-0.116772214792982	""	0							387	-0.0491492334227874	0.00719967850268231	-0.063260343988312	-0.0350381228572629	8.69584211738132e-12	5	382	-0.0476307916992823	0.00767830696283214	-0.0626799968086765	-0.0325815865898882	5.5293578117791e-10	1	197	-0.117140329206922	0.00606617376431902	-0.129029811308949	-0.105250847104895	4.39035758744372e-83	146	-0.109611827870462	0.00649385841610185	-0.122339556486723	-0.0968840992541996	6.38907346069595e-64	unassessable	TRUE	TRUE	TRUE	TRUE	locus272	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus323	Cholesterol_to_total_lipids_ratio_in_large_HDL	387	-0.0491492334227874	-0.0491492334227874	-0.121499307108538	-0.116772214792982	""	0							387	-0.0491492334227874	0.00719967850268231	-0.063260343988312	-0.0350381228572629	8.69584211738132e-12	5	382	-0.0476307916992823	0.00767830696283214	-0.0626799968086765	-0.0325815865898882	5.5293578117791e-10	1	197	-0.117465615183911	0.00606117874153889	-0.129345307221187	-0.105585923146635	1.13857462585253e-83	146	-0.110077643758503	0.00648428658210504	-0.122786611924866	-0.0973686755921411	1.23502179185978e-64	unassessable	TRUE	TRUE	TRUE	TRUE	locus323	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus328	Cholesterol_to_total_lipids_ratio_in_large_HDL	387	-0.0491492334227874	-0.0491492334227874	-0.121499307108538	-0.116772214792982	FADS	1	-0.266489393991475	0.0451616108243349	-0.355004524690986	-0.177974263291964	3.61754816040163e-09	0.0254148388055627	386	-0.0434815243638289	0.00729294950146727	-0.0577754427277741	-0.0291876059998837	2.48968568141778e-09	5	382	-0.0476307916992823	0.00767830696283214	-0.0626799968086765	-0.0325815865898882	5.5293578117791e-10	1	197	-0.102977770933752	0.00605591006580591	-0.114847136556346	-0.0911084053111592	7.6040934669779e-65	147	-0.111632103418954	0.00646569068170266	-0.124304624290267	-0.0989595825476405	8.58532512994281e-67	consistent	TRUE	TRUE	TRUE	TRUE	locus328	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only; also overlaps predefined hotspot(s): FADS	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus359	Cholesterol_to_total_lipids_ratio_in_large_HDL	387	-0.0491492334227874	-0.0491492334227874	-0.121499307108538	-0.116772214792982	""	0							387	-0.0491492334227874	0.00719967850268231	-0.063260343988312	-0.0350381228572629	8.69584211738132e-12	5	382	-0.0476307916992823	0.00767830696283214	-0.0626799968086765	-0.0325815865898882	5.5293578117791e-10	1	197	-0.121624382176463	0.00605465540851614	-0.133491288715955	-0.10975747563697	9.44529715715504e-90	147	-0.111632103418954	0.00646569068170266	-0.124304624290267	-0.0989595825476405	8.58532512994281e-67	unassessable	TRUE	TRUE	TRUE	TRUE	locus359	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus412	Cholesterol_to_total_lipids_ratio_in_large_HDL	387	-0.0491492334227874	-0.0491492334227874	-0.121499307108538	-0.116772214792982	""	0							387	-0.0491492334227874	0.00719967850268231	-0.063260343988312	-0.0350381228572629	8.69584211738132e-12	5	382	-0.0476307916992823	0.00767830696283214	-0.0626799968086765	-0.0325815865898882	5.5293578117791e-10	1	197	-0.117543233537122	0.00605567532122148	-0.129412139068784	-0.10567432800546	6.30034226116608e-84	147	-0.111632103418954	0.00646569068170266	-0.124304624290267	-0.0989595825476405	8.58532512994281e-67	unassessable	TRUE	TRUE	TRUE	TRUE	locus412	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus009	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	0							327	-0.0535602498953808	0.00746011144700956	-0.0681817996521745	-0.0389387001385871	6.99407783777154e-13	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	198	-0.109763443450688	0.00618370680836025	-0.12188328608603	-0.0976436008153471	1.710450188673e-70	146	-0.100944443876463	0.00663542043582802	-0.113949628952967	-0.0879392587999586	2.90084078008029e-52	unassessable	TRUE	TRUE	TRUE	TRUE	locus009	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus024	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	0							327	-0.0535602498953808	0.00746011144700956	-0.0681817996521745	-0.0389387001385871	6.99407783777154e-13	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	197	-0.107926786609505	0.00619811452301744	-0.120074867846674	-0.0957787053723366	6.59287049522856e-68	147	-0.102799473367254	0.00661823809594365	-0.115770981676414	-0.089827965058093	2.08236680448476e-54	unassessable	TRUE	TRUE	TRUE	TRUE	locus024	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus143	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	0							327	-0.0535602498953808	0.00746011144700956	-0.0681817996521745	-0.0389387001385871	6.99407783777154e-13	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	198	-0.109763443450688	0.00618370680836025	-0.12188328608603	-0.0976436008153471	1.710450188673e-70	146	-0.101924377038722	0.00665976175850373	-0.114977270231007	-0.0888714838464379	7.13394265212004e-53	unassessable	TRUE	TRUE	TRUE	TRUE	locus143	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus153	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	0							327	-0.0535602498953808	0.00746011144700956	-0.0681817996521745	-0.0389387001385871	6.99407783777154e-13	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	197	-0.108190966425475	0.006198818674778	-0.120340427774734	-0.0960415050762155	3.23876852107423e-68	147	-0.102799473367254	0.00661823809594365	-0.115770981676414	-0.089827965058093	2.08236680448476e-54	unassessable	TRUE	TRUE	TRUE	TRUE	locus153	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus189	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	0							327	-0.0535602498953808	0.00746011144700956	-0.0681817996521745	-0.0389387001385871	6.99407783777154e-13	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	198	-0.109763443450688	0.00618370680836025	-0.12188328608603	-0.0976436008153471	1.710450188673e-70	146	-0.101708559027961	0.00663547713843889	-0.11471385523954	-0.0887032628163816	4.9709630821563e-53	unassessable	TRUE	TRUE	TRUE	TRUE	locus189	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus289	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	0							327	-0.0535602498953808	0.00746011144700956	-0.0681817996521745	-0.0389387001385871	6.99407783777154e-13	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	197	-0.108274683023005	0.00620382677642808	-0.120433960071129	-0.0961154059748806	3.2726967016719e-68	146	-0.101172138213432	0.00663736672199791	-0.114181137940733	-0.0881631384861315	1.83784967206326e-52	unassessable	TRUE	TRUE	TRUE	TRUE	locus289	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	FADS	1	-0.221008283628481	0.0372604091449892	-0.294037343601887	-0.147979223655075	3.0026954307814e-09	0.0400862464385409	326	-0.0465675767297239	0.00761428640385941	-0.0614913038492614	-0.0316438496101865	9.60639502083849e-10	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	197	-0.0902318921852631	0.00619834324110776	-0.102380421701652	-0.0780833626688746	5.23975351589693e-48	147	-0.102799473367254	0.00661823809594365	-0.115770981676414	-0.089827965058093	2.08236680448476e-54	consistent	TRUE	TRUE	TRUE	TRUE	locus293	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only; also overlaps predefined hotspot(s): FADS	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus338	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	1	-0.859762359753693	0.277750400946143	-1.40414314229969	-0.315381577207692	0.00196514785806774	0.000721408478028825	326	-0.0529782289835041	0.00746280379763305	-0.0676050556505536	-0.0383514023164546	1.25689026096454e-12	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	0	198	-0.109763443450688	0.00618370680836025	-0.12188328608603	-0.0976436008153471	1.710450188673e-70	147	-0.102799473367254	0.00661823809594365	-0.115770981676414	-0.089827965058093	2.08236680448476e-54	consistent	TRUE	TRUE	TRUE	TRUE	locus338	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus353	Cholesterol_to_total_lipids_ratio_in_medium_VLDL	327	-0.0535602498953808	-0.0535602498953808	-0.111341231288048	-0.106979114638577	""	2	-1.05306848400347	0.203052301365918	-1.45104368165864	-0.655093286348297	2.1463603802064e-07	0.00134981670564556	325	-0.0522092734129264	0.00746515144141394	-0.066840701377235	-0.0375778454486179	2.67667398942297e-12	7	320	-0.0517030894028532	0.00782329418102248	-0.067036464238119	-0.0363697145675873	3.87279579504008e-11	1	198	-0.109763443450688	0.00618370680836025	-0.12188328608603	-0.0976436008153471	1.710450188673e-70	146	-0.100363594467638	0.00663694158190689	-0.113371760935672	-0.0873554279996045	1.16028990698048e-51	consistent	TRUE	TRUE	TRUE	TRUE	locus353	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus023	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	283	-0.0589455503259917	-0.0589455503259917	-0.102602796347054	-0.0977827921196435	""	0							283	-0.0589455503259917	0.00811505844047438	-0.0748507726017592	-0.0430403280502241	3.76574091329676e-13	5	278	-0.0633765375146643	0.00830056187608236	-0.0796453398432319	-0.0471077351860966	2.25451694649844e-14	1	197	-0.100858956294015	0.0063621191287715	-0.11332848065176	-0.0883894319362694	1.33932475766714e-56	147	-0.0940068681122595	0.00679323377911796	-0.107321361657892	-0.0806923745666274	1.49686583048196e-43	unassessable	TRUE	TRUE	TRUE	TRUE	locus023	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus136	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	283	-0.0589455503259917	-0.0589455503259917	-0.102602796347054	-0.0977827921196435	""	0							283	-0.0589455503259917	0.00811505844047438	-0.0748507726017592	-0.0430403280502241	3.76574091329676e-13	5	278	-0.0633765375146643	0.00830056187608236	-0.0796453398432319	-0.0471077351860966	2.25451694649844e-14	1	197	-0.100685200326717	0.00636280639562683	-0.113156071702747	-0.0882143289506873	2.12468645584895e-56	147	-0.0940068681122595	0.00679323377911796	-0.107321361657892	-0.0806923745666274	1.49686583048196e-43	unassessable	TRUE	TRUE	TRUE	TRUE	locus136	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus263	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	283	-0.0589455503259917	-0.0589455503259917	-0.102602796347054	-0.0977827921196435	""	0							283	-0.0589455503259917	0.00811505844047438	-0.0748507726017592	-0.0430403280502241	3.76574091329676e-13	5	278	-0.0633765375146643	0.00830056187608236	-0.0796453398432319	-0.0471077351860966	2.25451694649844e-14	1	197	-0.100435899301912	0.00636804679174	-0.112917041665589	-0.0879547569382361	4.86024808317197e-56	146	-0.0919319555295971	0.00681295783939262	-0.105285107522996	-0.0785788035361978	1.70351357116526e-41	unassessable	TRUE	TRUE	TRUE	TRUE	locus263	robust_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Cholesterol_to_total_lipids_ratio_in_very_large_VLDL__locus266	Cholesterol_to_total_lipids_ratio_in_very_large_VLDL	283	-0.0589455503259917	-0.0589455503259917	-0.102602796347054	-0.0977827921196435	""	2	-1.03120851291084	0.174114524299112	-1.37246670972243	-0.689950316099261	3.16914996433702e-09	0.0021722674878466	281	-0.0568289372529683	0.00812388686516195	-0.0727514629231637	-0.0409064115827729	2.64712502317824e-12	5	278	-0.0633765375146643	0.00830056187608236	-0.0796453398432319	-0.0471077351860966	2.25451694649844e-14	0	198	-0.102365777040169	0.0063472996259536	-0.114806255706123	-0.0899252983742157	1.63630525267136e-58	147	-0.0940068681122595	0.00679323377911796	-0.107321361657892	-0.0806923745666274	1.49686583048196e-43	consistent	TRUE	TRUE	TRUE	TRUE	locus266	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
