locus_key	trait	trait_ov_n_iv	trait_ov_ivw_b	official_forward_ivw_b	official_reverse_main_ivw_b	official_reverse_noukbb_ivw_b	hotspot_gene	n_region_iv	region_ivw_b	region_ivw_se	region_ivw_ci_lo	region_ivw_ci_hi	region_ivw_p	region_weight_share	loo_n_iv	loo_ivw_b	loo_ivw_se	loo_ivw_ci_lo	loo_ivw_ci_hi	loo_ivw_p	n_hotspot_iv_trait	n_iv_after_hotspot_removal	hotspot_removed_ivw_b	hotspot_removed_ivw_se	hotspot_removed_ivw_ci_lo	hotspot_removed_ivw_ci_hi	hotspot_removed_ivw_p	n_reverse_shared_iv	reverse_main_loo_n_iv	reverse_main_loo_b	reverse_main_loo_se	reverse_main_loo_ci_lo	reverse_main_loo_ci_hi	reverse_main_loo_p	reverse_noukbb_loo_n_iv	reverse_noukbb_loo_b	reverse_noukbb_loo_se	reverse_noukbb_loo_ci_lo	reverse_noukbb_loo_ci_hi	reverse_noukbb_loo_p	region_dir	loo_dir_consistent	hotspot_removed_dir_consistent	reverse_main_loo_dir_consistent	reverse_noukbb_loo_dir_consistent	locus	abf_class	failure_reason	is_mhc	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb	complex_disposition	complex_locus	evidence_tier	mechanism_eligible	downgrade_reason	allowed_statement
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus441	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	353	-0.048637601572428	-0.048637601572428	-0.131462057447571	-0.128810200250625	""	1	-1.16383706421636	0.267861266337228	-1.68883549909062	-0.638838629342105	1.39323370981233e-05	0.00068792731080451	352	-0.0478698972803316	0.00702798176936134	-0.0616444884322839	-0.0340953061283793	9.67010760850507e-12	6	347	-0.0438386669929258	0.00723414656856219	-0.0580173337261917	-0.0296600002596599	1.36152109474156e-09	1	197	-0.126904214463252	0.00611786059064625	-0.138895000883355	-0.114913428043148	1.41111623516148e-95	146	-0.120080329421861	0.00654920014493016	-0.132916525833468	-0.107244133010253	4.34107606710398e-75	consistent	TRUE	TRUE	TRUE	TRUE	locus441	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Free_cholesterol_in_very_large_HDL__locus199	Free_cholesterol_in_very_large_HDL	338	-0.0470498534908875	-0.0470498534908875	-0.0992102788995414	-0.0995476288773875	FADS	2	-0.182387789145754	0.0307767637235135	-0.242709137604539	-0.122066440686969	3.10114989513314e-09	0.0581546493517276	336	-0.0386933540012652	0.0076476036538538	-0.0536823817308556	-0.0237043262716749	4.20269857856944e-07	6	332	-0.0400556848099389	0.00783813859806923	-0.0554181541679879	-0.02469321545189	3.21550975309762e-07	1	197	-0.0739958842264389	0.00596078572785527	-0.0856788095725956	-0.0623129588802822	2.20014299204314e-35	147	-0.0990004177199073	0.00636452354892969	-0.111474654654567	-0.0865261807852481	1.47063580435805e-54	consistent	TRUE	TRUE	TRUE	TRUE	locus199	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only; also overlaps predefined hotspot(s): FADS	ABF label only; no multi-signal/mechanism claim until complex re-review
Free_cholesterol_in_very_large_HDL__locus201	Free_cholesterol_in_very_large_HDL	338	-0.0470498534908875	-0.0470498534908875	-0.0992102788995414	-0.0995476288773875	""	0							338	-0.0470498534908875	0.00742190124115437	-0.0615965126203632	-0.0325031943614118	2.30772075258063e-10	6	332	-0.0400556848099389	0.00783813859806923	-0.0554181541679879	-0.02469321545189	3.21550975309762e-07	0	198	-0.0979696778150478	0.00594664787935139	-0.109624893487318	-0.0863144621427776	5.56966260758582e-61	147	-0.0990004177199073	0.00636452354892969	-0.111474654654567	-0.0865261807852481	1.47063580435805e-54	unassessable	TRUE	TRUE	TRUE	TRUE	locus201	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Free_cholesterol_in_very_large_HDL__locus225	Free_cholesterol_in_very_large_HDL	338	-0.0470498534908875	-0.0470498534908875	-0.0992102788995414	-0.0995476288773875	""	1	-1.04957404219583	0.226935869341673	-1.4943601729058	-0.604787911485867	3.74633073237042e-06	0.00106960654330607	337	-0.0459763988847555	0.00742587368521834	-0.0605308438615271	-0.0314219539079838	5.96400870059425e-10	6	332	-0.0400556848099389	0.00783813859806923	-0.0554181541679879	-0.02469321545189	3.21550975309762e-07	0	198	-0.0979696778150478	0.00594664787935139	-0.109624893487318	-0.0863144621427776	5.56966260758582e-61	147	-0.0990004177199073	0.00636452354892969	-0.111474654654567	-0.0865261807852481	1.47063580435805e-54	consistent	TRUE	TRUE	TRUE	TRUE	locus225	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Free_cholesterol_in_very_large_HDL__locus226	Free_cholesterol_in_very_large_HDL	338	-0.0470498534908875	-0.0470498534908875	-0.0992102788995414	-0.0995476288773875	""	1	-1.25517592077787	0.26760667355677	-1.77967536297171	-0.730676478584039	2.72703446208977e-06	0.000769195018596554	337	-0.0461198535868002	0.00742475733366073	-0.0606721105547249	-0.0315675966188756	5.24374144372823e-10	6	332	-0.0400556848099389	0.00783813859806923	-0.0554181541679879	-0.02469321545189	3.21550975309762e-07	0	198	-0.0979696778150478	0.00594664787935139	-0.109624893487318	-0.0863144621427776	5.56966260758582e-61	147	-0.0990004177199073	0.00636452354892969	-0.111474654654567	-0.0865261807852481	1.47063580435805e-54	consistent	TRUE	TRUE	TRUE	TRUE	locus226	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus009	Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL	304	-0.0478179754175082	-0.0478179754175081	-0.0973846579975052	-0.0958564960874071	""	0							304	-0.0478179754175082	0.00714648188487225	-0.0618248225280257	-0.0338111283069906	2.21467355786181e-11	8	296	-0.046516419370368	0.00753732619414165	-0.0612893072506159	-0.03174353149012	6.76558758314902e-10	1	198	-0.0956462351207263	0.00624076712124686	-0.107877913914272	-0.0834145563271808	5.12294446127361e-53	146	-0.0899382680532058	0.0066963737320008	-0.103062919394947	-0.0768136167114642	3.98584781226197e-41	unassessable	TRUE	TRUE	TRUE	TRUE	locus009	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus085	Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL	304	-0.0478179754175082	-0.0478179754175081	-0.0973846579975052	-0.0958564960874071	""	1	-1.20649482347205	0.189779042971398	-1.57845491271647	-0.834534734227631	2.05242656644931e-10	0.00141803872121263	303	-0.0461725935664182	0.0071515542741601	-0.0601893823772555	-0.0321558047555809	1.07292457077338e-10	8	296	-0.046516419370368	0.00753732619414165	-0.0612893072506159	-0.03174353149012	6.76558758314902e-10	1	198	-0.0956462351207263	0.00624076712124686	-0.107877913914272	-0.0834145563271808	5.12294446127361e-53	146	-0.0886031619506801	0.00669810526713884	-0.10173120703893	-0.0754751168624299	6.04001708089575e-40	consistent	TRUE	TRUE	TRUE	TRUE	locus085	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL	304	-0.0478179754175082	-0.0478179754175081	-0.0973846579975052	-0.0958564960874071	FADS	2	-0.188503585092606	0.0331116633721596	-0.253401252770253	-0.123605917414959	1.24851006447988e-08	0.046582479123126	302	-0.0409442980074401	0.00731898290635798	-0.055289240907366	-0.0265993551075142	2.21563900240675e-08	8	296	-0.046516419370368	0.00753732619414165	-0.0612893072506159	-0.03174353149012	6.76558758314902e-10	1	197	-0.0735639088010822	0.0062555847728723	-0.0858246296581491	-0.0613031879440154	6.29446559353103e-32	147	-0.0918621620016201	0.00667905647955788	-0.104952872152262	-0.0787714518509778	4.83477318840586e-43	consistent	TRUE	TRUE	TRUE	TRUE	locus287	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only; also overlaps predefined hotspot(s): FADS	ABF label only; no multi-signal/mechanism claim until complex re-review
GlycA__locus092	GlycA	328	0.0716994638484489	0.0716994638484488	0.108337074238701	0.0996915617435949	""	1	1.11917699118182	0.246741687889389	0.635572169433997	1.60278181292965	5.73788822529031e-06	0.00121923102176118	327	0.0704207877509615	0.00862085712620159	0.053524218267741	0.0873173572341821	3.11852520496289e-16	5	323	0.0731449731325221	0.00868569651165086	0.0561213207890412	0.0901686254760029	3.72286650971601e-17	1	197	0.104923669278756	0.00646579948358589	0.0922509351596698	0.117596403397842	3.22396814834248e-59	147	0.0953522515932001	0.00690466474336569	0.0818193573708799	0.10888514581552	2.22353340715164e-43	consistent	TRUE	TRUE	TRUE	TRUE	locus092	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
GlycA__locus204	GlycA	328	0.0716994638484489	0.0716994638484488	0.108337074238701	0.0996915617435949	""	0							328	0.0716994638484489	0.00861560011511391	0.0548131979176265	0.0885857297792713	8.64540693130633e-17	5	323	0.0731449731325221	0.00868569651165086	0.0561213207890412	0.0901686254760029	3.72286650971601e-17	1	198	0.107011328100844	0.0064522751976516	0.0943651010951058	0.119657555106582	8.93863492813947e-62	146	0.0943712579191784	0.00692268921751676	0.0808030363766818	0.107939479461675	2.57808387684504e-42	unassessable	TRUE	TRUE	TRUE	TRUE	locus204	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
GlycA__locus263	GlycA	328	0.0716994638484489	0.0716994638484488	0.108337074238701	0.0996915617435949	""	1	0.488236640132617	0.285790672161223	-0.071902784420874	1.04837606468611	0.0875674314490724	0.000908813913038639	327	0.0713205647185431	0.00861951777426049	0.0544266203168897	0.0882145091201966	1.29201287919645e-16	5	323	0.0731449731325221	0.00868569651165086	0.0561213207890412	0.0901686254760029	3.72286650971601e-17	1	197	0.110996001110612	0.00647666648682014	0.0983019680565672	0.123690034164657	7.7490727130066e-66	146	0.0995780695091616	0.00693191933969886	0.0859917572596151	0.113164381758708	8.56196321105745e-47	consistent	TRUE	TRUE	TRUE	TRUE	locus263	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
GlycA__locus275	GlycA	328	0.0716994638484489	0.0716994638484488	0.108337074238701	0.0996915617435949	""	0							328	0.0716994638484489	0.00861560011511391	0.0548131979176265	0.0885857297792713	8.64540693130633e-17	5	323	0.0731449731325221	0.00868569651165086	0.0561213207890412	0.0901686254760029	3.72286650971601e-17	1	197	0.105354767385025	0.00646656002998335	0.0926805426223914	0.118028992147659	1.12043444565678e-59	146	0.0933695491484579	0.00692278151368319	0.0798011467087992	0.106937951588117	1.85810125206112e-41	unassessable	TRUE	TRUE	TRUE	TRUE	locus275	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
GlycA__locus306	GlycA	328	0.0716994638484489	0.0716994638484488	0.108337074238701	0.0996915617435949	""	1	1.08292380156879	0.169050096939665	0.751591699984039	1.41425590315354	1.49451389630373e-10	0.00259740826719838	327	0.0690660613722995	0.00862681107490993	0.0521578223640448	0.0859743003805542	1.18520726492463e-15	5	323	0.0731449731325221	0.00868569651165086	0.0561213207890412	0.0901686254760029	3.72286650971601e-17	1	197	0.103351176882555	0.00646813909580628	0.090673857207779	0.116028496557331	1.80428446349926e-57	147	0.0953522515932001	0.00690466474336569	0.0818193573708799	0.10888514581552	2.22353340715164e-43	consistent	TRUE	TRUE	TRUE	TRUE	locus306	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
GlycA__locus372	GlycA	328	0.0716994638484489	0.0716994638484488	0.108337074238701	0.0996915617435949	""	1	1.18257369139564	0.250911795542731	0.69079560883561	1.67435177395567	2.43970146630984e-06	0.00117904100728556	327	0.0703881514891892	0.00862068368377683	0.0534919219468745	0.0872843810315039	3.21352073268996e-16	5	323	0.0731449731325221	0.00868569651165086	0.0561213207890412	0.0901686254760029	3.72286650971601e-17	0	198	0.107011328100844	0.0064522751976516	0.0943651010951058	0.119657555106582	8.93863492813947e-62	147	0.0953522515932001	0.00690466474336569	0.0818193573708799	0.10888514581552	2.22353340715164e-43	consistent	TRUE	TRUE	TRUE	TRUE	locus372	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Monounsaturated_fatty_acids__locus139	Monounsaturated_fatty_acids	289	0.0507793919851398	0.0507793919851397	0.120277848760923	0.106175675846977	""	1	2.78243755051512	0.306796169914298	2.18112810688827	3.38374699414198	1.19744488094716e-19	0.000664698847586107	288	0.0489624542387395	0.00791237353999289	0.0334544870681258	0.0644704214093533	6.08987957299969e-10	7	282	0.0552846525157479	0.00807289944307301	0.0394620603565113	0.0711072446749844	7.47964549159043e-12	1	198	0.11903646441643	0.00637431728321698	0.106543032115293	0.131529896717566	8.00039400872027e-78	146	0.103687546203442	0.00686492594469346	0.0902325385953079	0.117142553811575	1.52500366849838e-51	consistent	TRUE	TRUE	TRUE	TRUE	locus139	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only	ABF label only; no multi-signal/mechanism claim until complex re-review
Monounsaturated_fatty_acids__locus234	Monounsaturated_fatty_acids	289	0.0507793919851398	0.0507793919851397	0.120277848760923	0.106175675846977	""	0							289	0.0507793919851398	0.00790974343007563	0.0352765797352392	0.0662822042350403	1.36405784569619e-10	7	282	0.0552846525157479	0.00807289944307301	0.0394620603565113	0.0711072446749844	7.47964549159043e-12	1	197	0.122758974702828	0.00639849171641101	0.110218161383285	0.135299788022372	4.88167060972011e-82	146	0.108816122294141	0.00684911418217232	0.0953921051710812	0.122240139417202	7.72038036897811e-57	unassessable	TRUE	TRUE	TRUE	TRUE	locus234	robust_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Monounsaturated_fatty_acids__locus245	Monounsaturated_fatty_acids	289	0.0507793919851398	0.0507793919851397	0.120277848760923	0.106175675846977	""	0							289	0.0507793919851398	0.00790974343007563	0.0352765797352392	0.0662822042350403	1.36405784569619e-10	7	282	0.0552846525157479	0.00807289944307301	0.0394620603565113	0.0711072446749844	7.47964549159043e-12	1	197	0.117562033893866	0.00638843472866653	0.105040931908094	0.130083135879637	1.25853972827384e-75	146	0.103117807267148	0.00684000293163026	0.0897116478670042	0.116523966667292	2.34035262150752e-51	unassessable	TRUE	TRUE	TRUE	TRUE	locus245	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Monounsaturated_fatty_acids__locus275	Monounsaturated_fatty_acids	289	0.0507793919851398	0.0507793919851397	0.120277848760923	0.106175675846977	FADS	2	0.303946834477606	0.0474978667249497	0.210852726354221	0.397040942600991	1.56225754273579e-10	0.0277317057694153	287	0.0435583758651475	0.00802175390989213	0.0278360271089156	0.0592807246213794	5.63441276233421e-08	7	282	0.0552846525157479	0.00807289944307301	0.0394620603565113	0.0711072446749844	7.47964549159043e-12	1	197	0.104983154180048	0.00638936511840119	0.0924602286639048	0.11750607969619	1.14900307772114e-60	147	0.104900652023013	0.00682209172820932	0.0915295979364941	0.118271706109532	2.34925794190285e-53	consistent	TRUE	TRUE	TRUE	TRUE	locus275	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only; also overlaps predefined hotspot(s): FADS	ABF label only; no multi-signal/mechanism claim until complex re-review
Monounsaturated_fatty_acids__locus304	Monounsaturated_fatty_acids	289	0.0507793919851398	0.0507793919851397	0.120277848760923	0.106175675846977	""	0							289	0.0507793919851398	0.00790974343007563	0.0352765797352392	0.0662822042350403	1.36405784569619e-10	7	282	0.0552846525157479	0.00807289944307301	0.0394620603565113	0.0711072446749844	7.47964549159043e-12	1	197	0.121517072354993	0.00638811160704049	0.108996603675972	0.134037541034015	1.11318680181634e-80	147	0.104900652023013	0.00682209172820932	0.0915295979364941	0.118271706109532	2.34925794190285e-53	unassessable	TRUE	TRUE	TRUE	TRUE	locus304	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Monounsaturated_fatty_acids__locus345	Monounsaturated_fatty_acids	289	0.0507793919851398	0.0507793919851397	0.120277848760923	0.106175675846977	""	0							289	0.0507793919851398	0.00790974343007563	0.0352765797352392	0.0662822042350403	1.36405784569619e-10	7	282	0.0552846525157479	0.00807289944307301	0.0394620603565113	0.0711072446749844	7.47964549159043e-12	1	197	0.117546075481825	0.00638908516465644	0.105023698664939	0.13006845229871	1.36426918522242e-75	147	0.104900652023013	0.00682209172820932	0.0915295979364941	0.118271706109532	2.34925794190285e-53	unassessable	TRUE	TRUE	TRUE	TRUE	locus345	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus029	Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	343	0.0776811335692692	0.0776811335692692	0.175182299561598	0.166681190954005	""	1	1.28344994939113	0.29074547138864	0.713599296801274	1.85330060198099	1.01317674739728e-05	0.000670109648588276	342	0.0768725944419497	0.00752889873372095	0.0621162240806074	0.0916289648032919	1.78244400343751e-24	7	336	0.0827948956669391	0.00790793938278611	0.0672956192847525	0.0982941720491258	1.18838054207066e-25	0	198	0.172260181429911	0.00623179834585016	0.160046081113128	0.184474281746694	3.47007754189525e-168	147	0.160922109390211	0.006670955700096	0.147847276475561	0.173996942304862	1.44133138934639e-128	consistent	TRUE	TRUE	TRUE	TRUE	locus029	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus058	Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	343	0.0776811335692692	0.0776811335692692	0.175182299561598	0.166681190954005	""	1	1.03818091076457	0.166146469980893	0.712539813443554	1.36382200808559	4.14178694725126e-10	0.00205205762391228	342	0.0757060797544713	0.00753410990074915	0.0609394956934363	0.0904726638155062	9.33295911010608e-24	7	336	0.0827948956669391	0.00790793938278611	0.0672956192847525	0.0982941720491258	1.18838054207066e-25	1	198	0.172260181429911	0.00623179834585016	0.160046081113128	0.184474281746694	3.47007754189525e-168	146	0.157215284060671	0.00669001262646088	0.144103100256689	0.170327467864652	4.07891685893928e-122	consistent	TRUE	TRUE	TRUE	TRUE	locus058	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus098	Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	343	0.0776811335692692	0.0776811335692692	0.175182299561598	0.166681190954005	""	1	2.40082833586223	0.264719306252853	1.88198802959421	2.91966864213025	1.19744488094714e-19	0.000808352074243758	342	0.0758016934602116	0.00752941954333133	0.0610443023307901	0.090559084589633	7.6984753971589e-24	7	336	0.0827948956669391	0.00790793938278611	0.0672956192847525	0.0982941720491258	1.18838054207066e-25	1	198	0.172260181429911	0.00623179834585016	0.160046081113128	0.184474281746694	3.47007754189525e-168	146	0.160256056028618	0.00671290443823019	0.147099005098028	0.173413106959208	5.86692651808723e-126	consistent	TRUE	TRUE	TRUE	TRUE	locus098	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	343	0.0776811335692692	0.0776811335692692	0.175182299561598	0.166681190954005	FADS	3	0.116887956256794	0.0204899892281212	0.0767283153260623	0.157047597187525	1.16591101362126e-08	0.1349237269023	340	0.0715661460224995	0.00809205254675091	0.0557060144698621	0.0874262775751369	9.23482103039231e-19	7	336	0.0827948956669391	0.00790793938278611	0.0672956192847525	0.0982941720491258	1.18838054207066e-25	1	197	0.127785201968779	0.00624625760142893	0.115542762031819	0.14002764190574	5.11106358508728e-93	147	0.160922109390211	0.006670955700096	0.147847276475561	0.173996942304862	1.44133138934639e-128	consistent	TRUE	TRUE	TRUE	TRUE	locus192	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	explicitly_downgraded	TRUE	abf_label_only_complex_downgraded	FALSE	complex_locus: multi-signal review not completed (503-sample 1KG EUR SuSiE unstable); ABF single-causal label only; also overlaps predefined hotspot(s): FADS	ABF label only; no multi-signal/mechanism claim until complex re-review
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus225	Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	343	0.0776811335692692	0.0776811335692692	0.175182299561598	0.166681190954005	""	1	1.30020913122357	0.302306599353064	0.70769908420279	1.89271917824436	1.70058388592832e-05	0.000619835624350684	342	0.0769228971826329	0.00752870935994145	0.062166897987078	0.0916788963781877	1.65939374576379e-24	7	336	0.0827948956669391	0.00790793938278611	0.0672956192847525	0.0982941720491258	1.18838054207066e-25	0	198	0.172260181429911	0.00623179834585016	0.160046081113128	0.184474281746694	3.47007754189525e-168	147	0.160922109390211	0.006670955700096	0.147847276475561	0.173996942304862	1.44133138934639e-128	consistent	TRUE	TRUE	TRUE	TRUE	locus225	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_prior_sensitive_forward_consistent	FALSE	ABF evidence prior-sensitive; forward direction consistent but not mechanism-grade	ABF label with consistent assessable forward direction; still not mechanism-grade
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus001	Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids	323	-0.0716875617325466	-0.0716875617325465	-0.170541031837463	-0.15964328535773	""	0							323	-0.0716875617325466	0.00767597696904119	-0.0867322001380262	-0.0566429233270669	9.70554554887485e-21	7	316	-0.0715017172828374	0.00881067968195706	-0.0887703321387921	-0.0542331024268828	4.84401213604718e-16	1	197	-0.170662938013273	0.00631338386121534	-0.183036943001832	-0.158288933024715	6.23052256542554e-161	147	-0.15347741901354	0.00674228541412963	-0.166692055598724	-0.140262782428356	1.05693887852439e-114	unassessable	TRUE	TRUE	TRUE	TRUE	locus001	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus023	Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids	323	-0.0716875617325466	-0.0716875617325465	-0.170541031837463	-0.15964328535773	""	0							323	-0.0716875617325466	0.00767597696904119	-0.0867322001380262	-0.0566429233270669	9.70554554887485e-21	7	316	-0.0715017172828374	0.00881067968195706	-0.0887703321387921	-0.0542331024268828	4.84401213604718e-16	1	197	-0.166165326386677	0.00631352113375693	-0.178539600424473	-0.153791052348881	1.16360076770617e-152	147	-0.15347741901354	0.00674228541412963	-0.166692055598724	-0.140262782428356	1.05693887852439e-114	unassessable	TRUE	TRUE	TRUE	TRUE	locus023	robust_coloc	none	FALSE	TRUE	TRUE	TRUE	not_complex	FALSE	abf_label_only_forward_unassessable	FALSE	no forward metabolite IV inside region -> region MR direction unassessable	ABF label only; no forward causal-mechanism claim
