locus_key	trait	locus	outcome	p12	nsnp	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus267	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus267	noUKBB	1e-05	2836	6.29558205623561e-296	0.964696074364553	1.85387016778085e-297	0.0284006571010122	0.00690326853443245
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus267	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus267	noUKBB	1e-04	2836	5.92732105579445e-296	0.908266035284167	1.7454277590287e-297	0.0267393564772127	0.0649946082386715
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	main	1e-06	3673	6.66174694969193e-08	0.0292806352913387	2.20849511137213e-06	0.970708352731768	8.73686431284797e-06
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	main	5e-06	3673	6.66151414671106e-08	0.0292796120433485	2.20841793278083e-06	0.970674430128616	4.36827949616302e-05
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	main	1e-05	3673	6.66122316586531e-08	0.0292783330839275	2.20832146712697e-06	0.970632030208656	8.73617737168117e-05
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	main	1e-04	3673	6.65598985414981e-08	0.0292553309055403	2.20658652531257e-06	0.969869464558379	0.000872931389657317
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	noUKBB	1e-06	3579	2.36246427315351e-07	0.103837720206511	2.03881123464972e-06	0.896121144079544	3.88606562831912e-05
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	noUKBB	5e-06	3579	2.36209710257907e-07	0.103821581907274	2.03849436573419e-06	0.895981870305553	0.000194273083097926
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	noUKBB	1e-05	3579	2.36163829982539e-07	0.103801416086141	2.03809841807085e-06	0.895807838954815	0.000388470696795893
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus268	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus268	noUKBB	1e-04	3579	2.35341022164755e-07	0.103439766223589	2.03099757069753e-06	0.892686795003336	0.00387117243448157
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	main	1e-06	3185	0.0129957036894654	0.00043750526966761	0.953936219788718	0.0321094112831539	0.000521159968994864
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	main	5e-06	3185	0.0129686686855851	0.000436595126058171	0.951951743224784	0.0320426139723366	0.00260037899123653
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	main	1e-05	3185	0.0129350326983054	0.000435462757851189	0.949482728285608	0.0319595071413958	0.00518726911683973
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	main	1e-04	3185	0.0123580900486338	0.000416039765794826	0.907132848401168	0.0305340138193131	0.0495590079650906
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	noUKBB	1e-06	3071	0.217648668989207	0.00702754742521975	0.750685760228193	0.0242344760971717	0.000403547260209118
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	noUKBB	5e-06	3071	0.217297909085764	0.00701622191669375	0.749475964340185	0.0241954201151834	0.00201448454217468
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	noUKBB	1e-05	3071	0.216861045861077	0.007002116261722	0.747969191964948	0.0241467768065632	0.00402086910568983
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus269	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus269	noUKBB	1e-04	3071	0.209287391018274	0.00675757436382196	0.721847117018297	0.0233034748093191	0.0388044427902876
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	main	1e-06	4224	1.87303371436259e-06	0.942755969215214	1.13255094623036e-07	0.0570024058664158	0.000239638629561334
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	main	5e-06	4224	1.87124002877828e-06	0.941853151621204	1.13146637402529e-07	0.0569478182779013	0.00119704571422875
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	main	1e-05	4224	1.86900274705004e-06	0.940727058327773	1.13011357641206e-07	0.0568797306401121	0.00239122901800975
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	main	1e-04	4224	1.82962722758144e-06	0.920908137965944	1.10630472476645e-07	0.0556814076602644	0.0234085141160915
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	noUKBB	1e-06	4068	1.54305488185367e-06	0.776594679930457	4.43478694005967e-07	0.223193589555994	0.000209743979972277
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	noUKBB	5e-06	4068	1.54176138118064e-06	0.775943681866182	4.43106937955087e-07	0.223006492478825	0.00104784078667349
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	noUKBB	1e-05	4068	1.54014755175841e-06	0.775131467499502	4.42643118441644e-07	0.222773061778522	0.00209348793130615
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus270	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus270	noUKBB	1e-04	4068	1.51166566728278e-06	0.760796993581373	4.34457337703301e-07	0.218653328833055	0.020547731462568
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	main	1e-06	4366	1.10341594095785e-09	0.972231635550707	3.13052551512132e-11	0.0275815281603621	0.000186835154210923
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	main	5e-06	4366	1.10259192922534e-09	0.971505589963835	3.12818769340093e-11	0.0275609307573691	0.000933478144921978
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	main	1e-05	4366	1.10156364363876e-09	0.97059955649038	3.12527032185851e-11	0.0275352272245395	0.00186521515226374
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	main	1e-04	4366	1.08337706183659e-09	0.954575163952373	3.07367277260148e-11	0.0270806264710993	0.018344208462414
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	noUKBB	1e-06	4231	1.10593107155439e-09	0.97382449816383	2.9522498383846e-11	0.0259941394013142	0.000181361299403429
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	noUKBB	5e-06	4231	1.10512936076688e-09	0.973118553982134	2.95010969547359e-11	0.0259752957477574	0.000906149135478489
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	noUKBB	1e-05	4231	1.10412885535914e-09	0.972237561756068	2.94743887628396e-11	0.0259517795651403	0.00181065754518776
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus271	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus271	noUKBB	1e-04	4231	1.08642456975854e-09	0.956648102807131	2.90017781666872e-11	0.0255356526656077	0.0178162434118328
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	main	1e-06	3847	2.5371832706866e-10	3.38620273502914e-09	0.0210347012851846	0.2736827598351	0.705282535239794
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	main	5e-06	3847	6.63987662574015e-11	8.86178332093957e-10	0.00550483770749155	0.0716235118248029	0.922871649515129
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	main	1e-05	3847	3.4531044375294e-11	4.60861926128776e-10	0.00286282119187709	0.0372482021058783	0.959888976206853
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	main	1e-04	3847	3.58242987446825e-12	4.78122096228852e-11	0.000297003938009447	0.00386432192852532	0.995838674082069
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	noUKBB	1e-06	3741	3.49096973807547e-07	4.70245640289537e-06	0.0352536947021975	0.469931303113373	0.494809950631053
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	noUKBB	5e-06	3741	1.17176527217369e-07	1.57840815597024e-06	0.0118331175195525	0.157735306407768	0.830429880487997
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	noUKBB	1e-05	3741	6.40158513944981e-08	8.62315553737259e-07	0.00646466583926054	0.0861739136195233	0.90736049420981
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus272	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus272	noUKBB	1e-04	3741	6.98386910347414e-09	9.4075120802165e-08	0.000705268758215355	0.00940122359920004	0.989893406583596
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	main	1e-06	2999	1.72126631205068e-20	0.953075238584981	8.43936043532726e-22	0.0467272579967096	0.000197503418309364
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	main	5e-06	2999	1.71990756156034e-20	0.952322890480162	8.43269848821925e-22	0.0466903719644489	0.000986737555386168
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	main	1e-05	2999	1.71821213711653e-20	0.951384124035384	8.42438583033944e-22	0.0466443462362715	0.00197152972834782
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	main	1e-04	2999	1.68825611307264e-20	0.934797298067312	8.27751158877334e-22	0.0458311293306394	0.0193715726020501
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	noUKBB	1e-06	2866	1.7467063050055e-20	0.967161511631322	5.8910703748295e-22	0.0326169866917207	0.000221501676958039
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	noUKBB	5e-06	2866	1.74516008146708e-20	0.966305358601788	5.88585546740405e-22	0.0325881134046486	0.00110652799356549
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	noUKBB	1e-05	2866	1.74323114740322e-20	0.965237296512759	5.87934980226386e-22	0.0325520936018289	0.00221060988540991
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus273	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus273	noUKBB	1e-04	2866	1.70922527480337e-20	0.946408045680057	5.76465909091238e-22	0.0319170875387884	0.021674866781157
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	main	1e-06	3184	8.73662964843331e-07	0.690004568146958	3.92159708717954e-07	0.30971849894757	0.000275667082799554
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	main	5e-06	3184	8.72700665456916e-07	0.689244559998197	3.91727762919332e-07	0.309377358332147	0.00137681724122802
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	main	1e-05	3184	8.71500768173551e-07	0.688296900957874	3.91189166929721e-07	0.308951987908483	0.00274984844370798
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	main	1e-04	3184	8.50453211219681e-07	0.671673888387909	3.81741583437688e-07	0.30149050904468	0.0268343703726166
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	noUKBB	1e-06	3120	1.07207057849904e-06	0.846703596178087	1.92777191873102e-07	0.152241700584244	0.00105343838989768
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	noUKBB	5e-06	3120	1.06757209279292e-06	0.843150766633912	1.91968284829573e-07	0.151602883394695	0.00524509043101435
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	noUKBB	1e-05	3120	1.06200179732803e-06	0.838751439484672	1.90966647494158e-07	0.150811861542834	0.0104354460040495
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus274	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus274	noUKBB	1e-04	3120	9.70823053353244e-07	0.766739976837744	1.74571101739526e-07	0.137863826853465	0.095395050914636
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	main	1e-06	3127	0.000127361530430678	0.959338423656178	5.33723047168715e-06	0.0401988728544056	0.000330004728514294
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	main	5e-06	3127	0.000127193632430123	0.958073748187509	5.33019451411292e-06	0.0401458795340991	0.00164784845144806
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	main	1e-05	3127	0.000126984381413852	0.95649758512305	5.32142561116007e-06	0.0400798340416393	0.00329027502828592
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	main	1e-04	3127	0.000123332209414474	0.928987952371648	5.16837717010407e-06	0.038927106076225	0.0319564409655428
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	noUKBB	1e-06	3060	0.000120142444299429	0.903423811321659	1.27547011398564e-05	0.0959049401291158	0.000538351403786361
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	noUKBB	5e-06	3060	0.000119884284807357	0.901482553728503	1.27272941132473e-05	0.0956988616630475	0.00268597302952789
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	noUKBB	1e-05	3060	0.000119563141434139	0.899067682182442	1.26932005189949e-05	0.0954425056669556	0.00535755580864956
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus275	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus275	noUKBB	1e-04	3060	0.000114063239874073	0.857710590954085	1.21093136078676e-05	0.0910521527578736	0.0511110837345594
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	main	1e-06	3302	0.00910849675734044	0.0064505994094024	0.576176967634125	0.408043924967178	0.00022001123195384
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	main	5e-06	3302	0.00910048791910659	0.00644492758357234	0.575670351860876	0.407685143724298	0.00109908891214685
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	main	1e-05	3302	0.00909049665502714	0.0064378518120277	0.575038333604352	0.407237553444697	0.00219576448389575
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	main	1e-04	3302	0.00891433267917605	0.0063130932191603	0.563894713738598	0.399345730890534	0.0215321294725317
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	noUKBB	1e-06	3195	0.164717719025863	0.116100525006672	0.42173826770765	0.297258423387579	0.000185064872235825
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	noUKBB	5e-06	3195	0.164595875367281	0.116014644065546	0.421426302888047	0.297038537791397	0.000924639887728376
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	noUKBB	1e-05	3195	0.164443824048276	0.115907471394209	0.421036995287995	0.29676413783231	0.00184757143721048
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus276	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus276	noUKBB	1e-04	3195	0.161754152873974	0.114011669064755	0.414150442533006	0.291910213084978	0.0181735224432873
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	main	1e-06	3319	5.54718031985028e-06	2.75005094074044e-07	0.952631249296213	0.0472259477163633	0.000136980802008693
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	main	5e-06	3319	5.54414255547549e-06	2.74854494917446e-07	0.95210956636821	0.0472000856939904	0.000684528940750256
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	main	1e-05	3319	5.54035002554112e-06	2.74666477764362e-07	0.951458265649456	0.0471677979712076	0.00136812136283319
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	main	1e-04	3319	5.47296095236912e-06	2.71325620366793e-07	0.939885370365156	0.0465940807558348	0.0135148045924351
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	noUKBB	1e-06	3181	0.000344579697050758	1.66347321308716e-05	0.953398284442483	0.0460235400039018	0.000216961124433277
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	noUKBB	5e-06	3181	0.000344280914753215	1.66203082877734e-05	0.952571600420361	0.0459836333607039	0.00108386499589341
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	noUKBB	1e-05	3181	0.000343908164731661	1.66023136211886e-05	0.951540259241187	0.0459338472715196	0.00216538300894073
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus277	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus277	noUKBB	1e-04	3181	0.000337334047988988	1.62849453259947e-05	0.933350703449495	0.0450557800856512	0.0212398974715387
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	main	1e-06	2375	0.00209343745010583	0.955731331485385	9.06231056669359e-05	0.0413655967548537	0.000719011203988208
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	main	5e-06	2375	0.00208743389666867	0.95299048813234	9.03632170051154e-05	0.0412469686245673	0.00358474612941902
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	main	1e-05	2375	0.00207997770464267	0.949586461739072	9.00404448688806e-05	0.0410996368604113	0.00714388325100497
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	main	1e-04	2375	0.00195432450947055	0.892221148282408	8.46010261831704e-05	0.0386167733756743	0.067123152806264
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	noUKBB	1e-06	2309	0.00197802851076517	0.874106517382482	0.000278199408239149	0.122931471389485	0.000705783309028991
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	noUKBB	5e-06	2309	0.00197245999340089	0.871645745308782	0.000277416225273342	0.122585396482413	0.00351898199013132
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	noUKBB	1e-05	2309	0.00196554328199075	0.868589195572739	0.000276443425836534	0.122155533360522	0.00701328435891196
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus278	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus278	noUKBB	1e-04	2309	0.00184884500047574	0.81701929762413	0.00026003042031952	0.114902912188892	0.0659689147661831
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	main	1e-06	2287	1.30766894762694e-09	6.122535530435e-11	0.954952702565345	0.0447077051840972	0.000339590881663974
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	main	5e-06	2287	1.30589506739774e-09	6.11423018316061e-11	0.953657289286648	0.0446470582485998	0.0016956510977148
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	main	1e-05	2287	1.30368447338937e-09	6.10388013211428e-11	0.952042956602215	0.0445714805686468	0.00338556146441609
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	main	1e-04	2287	1.26513572070004e-09	5.92339400187262e-11	0.923891920647739	0.0432535428187471	0.0328545352091425
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	noUKBB	1e-06	2252	3.26361614178861e-07	1.50405594495746e-08	0.955628950864617	0.0440373669155345	0.000333340817673695
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	noUKBB	5e-06	2252	3.2592703504141e-07	1.50205316244003e-08	0.954356447030996	0.0439787272958663	0.00166448472557076
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	noUKBB	1e-05	2252	3.25385435953343e-07	1.4995571724314e-08	0.952770574961999	0.0439056470170401	0.00332343763995344
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus279	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus279	noUKBB	1e-04	2252	3.15935508312239e-07	1.45600664678584e-08	0.925099966517018	0.04263052790751	0.0322691750798975
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	main	1e-06	2526	7.71620282701224e-27	0.752415025123319	2.53677891801145e-27	0.247361738768086	0.000223236108598824
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	main	5e-06	2526	7.70931883366674e-27	0.751743759716988	2.53451573629085e-27	0.247141055538033	0.00111518474498277
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	main	1e-05	2526	7.70073109582346e-27	0.75090636039896	2.53169243151223e-27	0.246865754614428	0.00222788498661488
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	main	1e-04	2526	7.54935916043459e-27	0.736145924324124	2.48192739253104e-27	0.242013157297078	0.0218409183787988
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	noUKBB	1e-06	2457	9.30080084683503e-27	0.892046053607235	1.12374514723653e-27	0.10777738592872	0.000176560464045877
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	noUKBB	5e-06	2457	9.29423686773773e-27	0.891416497965078	1.12295207148116e-27	0.10770132274663	0.000882179288291336
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	noUKBB	1e-05	2457	9.2860449112469e-27	0.890630801918113	1.12196229957823e-27	0.107606394614014	0.00176280346787398
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus280	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus280	noUKBB	1e-04	2457	9.14102050739385e-27	0.876721413977839	1.10444010200143e-27	0.105925856410847	0.0173527296113167
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	main	1e-06	2648	2.72313734390132e-17	0.5896065156391	1.8947627291767e-17	0.410247569685625	0.000145914675275344
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	main	5e-06	2648	2.72154888821224e-17	0.589262587402729	1.89365747951188e-17	0.410008264794354	0.000729147802917157
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	main	1e-05	2648	2.71956592269482e-17	0.588833240938813	1.892277729363e-17	0.409709525993641	0.00145723306754477
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	main	1e-04	2648	2.68436027566469e-17	0.581210607096	1.86778159148049e-17	0.404405705690319	0.0143836872136788
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	noUKBB	1e-06	2598	3.99329779188726e-17	0.864617562143965	6.24182203927379e-18	0.135143781748672	0.000238656107360481
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	noUKBB	5e-06	2598	3.98948932791385e-17	0.863792964278287	6.23586912626707e-18	0.135014893233254	0.00119214248845955
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	noUKBB	1e-05	2598	3.98473895130457e-17	0.862764426148343	6.2284439336168e-18	0.134854127897642	0.00238144595401333
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus281	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus281	noUKBB	1e-04	2598	3.90112606338683e-17	0.844660799751604	6.09775075875954e-18	0.132024446149618	0.0233147540987773
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus282	Cholesterol_to_total_lipids_ratio_in_large_HDL	locus282	main	1e-06	5638	1.49137785201461e-14	6.9197796331166e-09	2.15523416457457e-06	0.999997783822331	5.40237089081173e-08
